date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-21,,,,,,,,,69,50,100
2020-02-22,,,,,,,,,137,100,200
2020-02-23,,,,,,,,,206,150,300
2020-02-24,,,,,,,,,274,200,400
2020-02-25,,,,,,,,,343,250,500
2020-02-26,,,,,,,,,411,300,600
2020-02-27,,,,,,,,,480,350,700
2020-02-28,,,,,,,,,548,400,800
2020-02-29,,,,,,,,,617,450,900
2020-03-01,,,,,,,,,793,579,1154
2020-03-02,,,,,,,,,967,708,1405
2020-03-03,,,,,,,,,1150,842,1666
2020-03-04,,,,,,,,,1349,989,1947
2020-03-05,,,,,,,,,1582,1160,2270
2020-03-06,,,,,,,,,1866,1370,2657
2020-03-07,,,,,,,,,2190,1609,3090
2020-03-08,,,,,,,,,2546,1871,3568
2020-03-09,,,,,,,,,2939,2162,4091
2020-03-10,,,,,,,,,3373,2484,4670
2020-03-11,,,,,,,,,3856,2846,5312
2020-03-12,,,,,,,,,4387,3247,6010
2020-03-13,,,,,,,,,4961,3686,6749
2020-03-14,,,,,,,,,5573,4163,7532
2020-03-15,,,,,,,,,6223,4678,8351
2020-03-16,1,1,,,,,,,6909,5227,9214
2020-03-17,0,1,,,,,,,7627,5803,10116
2020-03-18,0,1,,,,,,,8372,6405,11048
2020-03-19,1,2,,,,,,,9139,7023,11997
2020-03-20,0,2,,,,,,,9924,7658,12963
2020-03-21,1,3,,,,,,,10723,8306,13947
2020-03-22,0,3,,,,,,,11534,8968,14932
2020-03-23,1,4,,,,,,,12354,9640,15928
2020-03-24,0,4,,,,,,,13180,10319,16930
2020-03-25,1,5,,,,,,,14010,10997,17934
2020-03-26,0,5,,,,,,,14843,11679,18943
2020-03-27,2,7,,,,,,,15678,12356,19956
2020-03-28,2,9,,,,,,,16515,13027,20976
2020-03-29,0,9,,,,,,,17351,13684,22003
2020-03-30,2,11,,,,,,,18188,14332,23036
2020-03-31,0,11,,,,,,,19024,14966,24075
2020-04-01,7,18,,,,,,,19859,15583,25123
2020-04-02,13,31,,,,,,,20693,16182,26181
2020-04-03,3,34,,,,,,,21526,16765,27246
2020-04-04,6,40,,,,,,,22357,17331,28320
2020-04-05,5,45,,,,,,,23186,17886,29406
2020-04-06,0,45,,,,,,,24014,18428,30506
2020-04-07,20,65,,,,,,,24840,18954,31611
2020-04-08,0,65,,,,,,,25664,19465,32722
2020-04-09,8,73,,,,,,,26486,19960,33841
2020-04-10,17,90,,,,,,,27306,20436,34971
2020-04-11,0,90,,,,,,,28125,20893,36109
2020-04-12,7,97,,,,,,,28941,21334,37255
2020-04-13,7,104,,,,,,,29756,21758,38412
2020-04-14,11,115,,,,,,,30568,22171,39579
2020-04-15,0,115,,,,,,,31379,22571,40753
2020-04-16,14,129,,,,,,,32188,22959,41934
2020-04-17,8,137,,,,,,,32995,23335,43125
2020-04-18,7,144,,,,,,,33799,23702,44325
2020-04-19,2,146,,,,,,,34602,24060,45529
2020-04-20,8,154,,,,,,,35403,24408,46743
2020-04-21,17,171,,,,,,,36202,24747,47966
2020-04-22,14,185,,,,,,,36998,25076,49198
2020-04-23,6,191,,,,,,,37793,25395,50439
2020-04-24,,,8,6,11,199,197,202,38586,25701,51690
2020-04-25,,,8,5,11,208,202,213,39376,25996,52949
2020-04-26,,,8,5,11,216,208,223,40165,26282,54216
2020-04-27,,,8,5,11,224,214,234,40951,26561,55492
2020-04-28,,,8,5,11,233,219,245,41735,26832,56776
2020-04-29,,,8,5,12,241,224,256,42517,27094,58068
2020-04-30,,,8,5,12,249,229,267,43297,27349,59368
2020-05-01,,,8,4,12,257,234,279,44075,27596,60674
2020-05-02,,,8,4,12,265,239,290,44850,27836,61988
2020-05-03,,,8,4,12,274,244,301,45623,28070,63309
2020-05-04,,,8,4,12,282,248,313,46394,28297,64637
2020-05-05,,,8,4,12,290,252,324,47162,28515,65970
2020-05-06,,,8,4,12,298,257,336,47928,28726,67309
2020-05-07,,,8,4,12,306,261,348,48691,28929,68654
2020-05-08,,,8,3,12,314,264,360,49452,29125,70005
2020-05-09,,,8,3,12,322,268,371,50211,29314,71361
2020-05-10,,,8,3,12,330,272,383,50966,29497,72723
2020-05-11,,,8,3,13,338,276,395,51720,29674,74087
2020-05-12,,,8,3,13,346,279,408,52470,29845,75456
2020-05-13,,,8,3,13,354,282,420,53218,30010,76830
2020-05-14,,,8,3,13,362,286,432,53963,30169,78208
2020-05-15,,,8,3,13,370,289,445,54706,30324,79590
2020-05-16,,,8,3,13,378,292,457,55445,30473,80977
2020-05-17,,,8,2,13,386,295,470,56182,30618,82367
2020-05-18,,,8,2,13,394,298,482,56915,30758,83762
2020-05-19,,,8,2,13,402,301,495,57646,30893,85159
2020-05-20,,,8,2,13,410,303,508,58374,31024,86560
2020-05-21,,,8,2,13,418,306,521,59098,31151,87964
2020-05-22,,,8,2,13,425,309,534,59819,31273,89370
2020-05-23,,,8,2,14,433,311,547,60538,31392,90779
2020-05-24,,,8,2,14,441,313,560,61253,31507,92190
2020-05-25,,,8,2,14,449,316,573,61964,31618,93604
2020-05-26,,,8,2,14,456,318,586,62673,31726,95019
2020-05-27,,,8,2,14,464,320,600,63378,31830,96436
2020-05-28,,,8,2,14,472,322,613,64079,31931,97854
2020-05-29,,,8,2,14,479,324,627,64777,32029,99274
2020-05-30,,,8,1,14,487,326,640,65472,32123,100694
2020-05-31,,,8,1,14,494,328,654,66162,32214,102116
2020-06-01,,,8,1,14,502,330,667,66917,32315,103747
2020-06-02,,,8,1,14,510,332,681,67667,32412,105379
2020-06-03,,,8,1,14,517,334,695,68417,32507,107028
2020-06-04,,,7,1,14,525,335,708,69171,32600,108706
2020-06-05,,,7,1,14,532,337,722,69935,32692,110450
2020-06-06,,,7,1,14,539,338,736,70719,32786,112291
2020-06-07,,,7,1,14,547,340,750,71515,32879,114208
2020-06-08,,,7,1,14,554,341,764,72321,32971,116182
2020-06-09,,,7,1,14,562,343,778,73135,33063,118218
2020-06-10,,,7,1,14,569,344,792,73960,33151,120321
2020-06-11,,,7,1,15,576,345,806,74798,33238,122506
2020-06-12,,,7,1,15,583,347,820,75650,33323,124774
2020-06-13,,,7,1,15,591,348,834,76514,33406,127122
2020-06-14,,,7,1,15,598,349,848,77390,33487,129549
2020-06-15,,,7,1,15,605,350,862,78278,33567,132058
2020-06-16,,,7,1,15,612,351,876,79180,33643,134655
2020-06-17,,,7,1,15,619,352,890,80096,33717,137345
2020-06-18,,,7,1,15,626,354,904,81026,33788,140128
2020-06-19,,,7,1,15,633,355,919,81970,33856,143005
2020-06-20,,,7,0,15,640,356,933,82928,33922,145981
2020-06-21,,,7,0,15,647,357,948,83900,33984,149058
2020-06-22,,,7,0,16,655,357,963,84888,34044,152240
2020-06-23,,,7,0,16,662,358,978,85892,34102,155529
2020-06-24,,,7,0,17,669,359,994,86911,34156,158930
2020-06-25,,,7,0,17,677,360,1011,87947,34208,162444
2020-06-26,,,8,0,18,684,361,1028,88999,34258,166077
2020-06-27,,,8,0,18,692,362,1046,90069,34305,169832
2020-06-28,,,8,0,19,700,363,1064,91157,34351,173712
2020-06-29,,,8,0,20,708,364,1083,92264,34393,177721
2020-06-30,,,8,0,20,716,365,1103,93389,34434,181863
2020-07-01,,,8,0,21,724,366,1123,94534,34473,186142
2020-07-02,,,8,0,22,732,367,1145,95699,34510,190562
2020-07-03,,,8,0,22,741,368,1167,96885,34546,195127
2020-07-04,,,9,0,23,749,368,1189,98091,34580,199842
2020-07-05,,,9,0,24,758,369,1213,99320,34613,204710
2020-07-06,,,9,0,25,767,370,1237,100571,34644,209737
2020-07-07,,,9,0,26,776,371,1262,101845,34674,214926
2020-07-08,,,9,0,27,785,372,1288,103142,34703,220282
2020-07-09,,,9,0,27,794,372,1315,104464,34730,225810
2020-07-10,,,9,0,28,803,373,1343,105811,34756,231514
2020-07-11,,,9,0,29,813,374,1372,107183,34781,237400
2020-07-12,,,10,0,30,822,374,1402,108581,34805,243472
2020-07-13,,,10,0,31,832,375,1433,110006,34828,249735
2020-07-14,,,10,0,32,842,376,1465,111458,34850,256193
2020-07-15,,,10,0,33,852,376,1498,112938,34871,262853
2020-07-16,,,10,0,35,862,377,1532,114447,34891,269719
2020-07-17,,,10,0,36,872,377,1567,115986,34911,276796
2020-07-18,,,11,0,37,883,378,1604,117555,34929,284089
2020-07-19,,,11,0,38,894,378,1641,119154,34947,291603
2020-07-20,,,11,0,39,905,379,1680,120786,34964,299345
2020-07-21,,,11,0,41,916,379,1720,122449,34980,307318
2020-07-22,,,11,0,42,927,380,1762,124146,34996,315528
2020-07-23,,,11,0,43,938,380,1805,125876,35011,323981
2020-07-24,,,12,0,45,950,380,1849,127640,35025,332681
2020-07-25,,,12,0,46,962,381,1895,129440,35039,341634
2020-07-26,,,12,0,48,974,381,1942,131276,35052,350846
2020-07-27,,,12,0,49,986,381,1991,133148,35064,360320
2020-07-28,,,13,0,51,999,382,2041,135058,35077,370062
2020-07-29,,,13,0,53,1012,382,2093,137005,35088,380078
2020-07-30,,,13,0,54,1025,382,2147,138992,35099,390372
2020-07-31,,,13,0,56,1038,383,2203,141017,35110,400949
2020-08-01,,,13,0,58,1051,383,2260,143083,35120,411813
2020-08-02,,,14,0,60,1065,383,2319,145190,35130,422971
2020-08-03,,,14,0,61,1079,383,2380,147339,35139,434425
2020-08-04,,,14,0,63,1093,384,2442,149529,35148,446180
