date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,257,200,400
2020-02-23,,,,,,,,,515,400,800
2020-02-24,,,,,,,,,772,600,1200
2020-02-25,,,,,,,,,1029,800,1600
2020-02-26,,,,,,,,,1287,1000,2000
2020-02-27,,,,,,,,,1544,1200,2400
2020-02-28,,,,,,,,,1801,1400,2800
2020-02-29,,,,,,,,,2059,1600,3200
2020-03-01,,,,,,,,,2316,1800,3600
2020-03-02,,,,,,,,,3132,2397,4843
2020-03-03,,,,,,,,,3944,2993,6075
2020-03-04,,,,,,,,,4812,3626,7381
2020-03-05,,,,,,,,,5796,4335,8842
2020-03-06,,,,,,,,,7020,5202,10628
2020-03-07,,,,,,,,,8616,6314,12920
2020-03-08,,,,,,,,,10508,7622,15584
2020-03-09,,,,,,,,,12671,9108,18603
2020-03-10,,,,,,,,,15170,10813,22069
2020-03-11,,,,,,,,,18079,12786,26074
2020-03-12,,,,,,,,,21495,15098,30780
2020-03-13,,,,,,,,,25429,17770,36204
2020-03-14,,,,,,,,,29878,20820,42245
2020-03-15,,,,,,,,,34859,24285,48857
2020-03-16,,,,,,,,,40392,28195,56090
2020-03-17,1,1,,,,,,,46488,32618,63850
2020-03-18,0,1,,,,,,,53118,37580,72109
2020-03-19,3,4,,,,,,,60230,43047,80799
2020-03-20,1,5,,,,,,,67766,49009,89975
2020-03-21,1,6,,,,,,,75669,55370,99529
2020-03-22,3,9,,,,,,,83882,62122,109396
2020-03-23,3,12,,,,,,,92342,69151,119588
2020-03-24,4,16,,,,,,,100988,76300,130016
2020-03-25,3,19,,,,,,,109765,83510,140637
2020-03-26,7,26,,,,,,,118626,90761,151434
2020-03-27,8,34,,,,,,,127535,98019,162265
2020-03-28,13,47,,,,,,,136461,105221,173245
2020-03-29,19,66,,,,,,,145379,112346,184307
2020-03-30,7,73,,,,,,,154268,119324,195431
2020-03-31,26,99,,,,,,,163110,126197,206651
2020-04-01,42,141,,,,,,,171892,132902,217791
2020-04-02,22,163,,,,,,,180606,139382,228959
2020-04-03,47,210,,,,,,,189244,145623,240087
2020-04-04,34,244,,,,,,,197800,151652,251233
2020-04-05,30,274,,,,,,,206271,157484,262395
2020-04-06,33,307,,,,,,,214653,163088,273563
2020-04-07,1,308,,,,,,,222944,168510,284675
2020-04-08,154,462,,,,,,,231145,173676,295789
2020-04-09,0,462,,,,,,,239255,178629,306908
2020-04-10,135,597,,,,,,,247275,183391,318040
2020-04-11,80,677,,,,,,,255204,187960,329189
2020-04-12,43,720,,,,,,,263043,192318,340342
2020-04-13,78,798,,,,,,,270795,196475,351494
2020-04-14,70,868,,,,,,,278460,200436,362647
2020-04-15,81,949,,,,,,,286039,204202,373798
2020-04-16,123,1072,,,,,,,293534,207783,384946
2020-04-17,60,1132,,,,,,,300947,211214,396088
2020-04-18,127,1259,,,,,,,308278,214500,407222
2020-04-19,31,1290,,,,,,,315530,217638,418355
2020-04-20,59,1349,,,,,,,322703,220636,429483
2020-04-21,119,1468,,,,,,,329800,223499,440584
2020-04-22,97,1565,,,,,,,336821,226235,451671
2020-04-23,123,1688,,,,,,,343768,228851,462742
2020-04-24,,,87,65,111,1775,1753,1799,350642,231347,473795
2020-04-25,,,86,62,111,1861,1815,1910,357445,233739,484830
2020-04-26,,,85,60,111,1946,1876,2021,364178,236020,495845
2020-04-27,,,85,58,112,2031,1934,2132,370841,238197,506839
2020-04-28,,,84,56,112,2115,1990,2244,377437,240272,517824
2020-04-29,,,83,54,112,2198,2045,2355,383966,242261,528805
2020-04-30,,,82,52,112,2280,2097,2466,390429,244165,539781
2020-05-01,,,81,49,112,2361,2146,2577,396827,245983,550748
2020-05-02,,,80,47,112,2441,2194,2688,403161,247718,561706
2020-05-03,,,79,45,112,2520,2240,2799,409433,249373,572654
2020-05-04,,,78,43,112,2599,2284,2911,415642,250954,583588
2020-05-05,,,78,41,112,2676,2326,3022,421790,252463,594509
