date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-08,,,,,,,,,25,25,25
2020-03-09,,,,,,,,,50,50,50
2020-03-10,,,,,,,,,75,75,75
2020-03-11,,,,,,,,,100,100,100
2020-03-12,,,,,,,,,125,125,125
2020-03-13,,,,,,,,,150,150,150
2020-03-14,,,,,,,,,175,175,175
2020-03-15,,,,,,,,,200,200,200
2020-03-16,,,,,,,,,225,225,225
2020-03-17,,,,,,,,,280,269,296
2020-03-18,,,,,,,,,333,312,364
2020-03-19,,,,,,,,,386,355,431
2020-03-20,,,,,,,,,439,399,501
2020-03-21,,,,,,,,,496,445,578
2020-03-22,,,,,,,,,559,493,665
2020-03-23,,,,,,,,,624,544,755
2020-03-24,,,,,,,,,690,596,845
2020-03-25,,,,,,,,,757,648,936
2020-03-26,,,,,,,,,824,701,1027
2020-03-27,,,,,,,,,892,755,1121
2020-03-28,,,,,,,,,962,810,1217
2020-03-29,,,,,,,,,1032,865,1313
2020-03-30,,,,,,,,,1102,921,1411
2020-03-31,,,,,,,,,1172,977,1508
2020-04-01,1,1,,,,,,,1242,1034,1607
2020-04-02,0,1,,,,,,,1312,1091,1706
2020-04-03,2,3,,,,,,,1383,1147,1806
2020-04-04,0,3,,,,,,,1453,1204,1908
2020-04-05,1,4,,,,,,,1523,1261,2010
2020-04-06,1,5,,,,,,,1593,1318,2112
2020-04-07,0,5,,,,,,,1663,1375,2215
2020-04-08,0,5,,,,,,,1733,1431,2318
2020-04-09,1,6,,,,,,,1802,1488,2421
2020-04-10,0,6,,,,,,,1871,1544,2524
2020-04-11,2,8,,,,,,,1940,1600,2628
2020-04-12,1,9,,,,,,,2008,1655,2732
2020-04-13,0,9,,,,,,,2076,1711,2836
2020-04-14,0,9,,,,,,,2143,1766,2941
2020-04-15,0,9,,,,,,,2210,1820,3047
2020-04-16,0,9,,,,,,,2276,1874,3152
2020-04-17,0,9,,,,,,,2342,1928,3258
2020-04-18,0,9,,,,,,,2407,1981,3364
2020-04-19,1,10,,,,,,,2472,2034,3471
2020-04-20,0,10,,,,,,,2537,2086,3577
2020-04-21,0,10,,,,,,,2600,2137,3683
2020-04-22,2,12,,,,,,,2663,2189,3789
2020-04-23,0,12,,,,,,,2726,2239,3895
2020-04-24,,,1,0,1,13,12,13,2788,2289,4001
2020-04-25,,,1,0,1,13,13,14,2849,2339,4107
2020-04-26,,,1,0,2,14,13,15,2910,2388,4213
2020-04-27,,,1,0,2,15,14,17,2970,2436,4318
2020-04-28,,,1,0,2,16,14,18,3029,2484,4423
2020-04-29,,,1,0,2,16,15,19,3088,2531,4527
2020-04-30,,,1,0,2,17,15,20,3146,2578,4631
2020-05-01,,,1,0,2,18,16,21,3203,2624,4735
2020-05-02,,,1,0,2,18,17,22,3260,2669,4838
2020-05-03,,,1,0,2,19,17,23,3316,2714,4941
2020-05-04,,,1,0,2,20,18,24,3371,2758,5043
2020-05-05,,,1,0,2,20,18,25,3426,2801,5145
2020-05-06,,,1,0,2,21,19,26,3480,2844,5246
2020-05-07,,,1,0,2,22,19,27,3533,2886,5346
2020-05-08,,,1,0,2,22,20,28,3585,2928,5445
2020-05-09,,,1,0,2,23,20,29,3637,2969,5544
2020-05-10,,,1,0,2,24,21,30,3688,3009,5643
2020-05-11,,,1,0,2,24,21,31,3738,3048,5740
2020-05-12,,,1,0,2,25,22,32,3788,3087,5836
2020-05-13,,,1,0,2,26,23,33,3836,3126,5932
2020-05-14,,,1,0,2,26,23,34,3884,3163,6027
2020-05-15,,,1,0,2,27,24,35,3931,3200,6121
2020-05-16,,,1,0,2,27,24,36,3978,3236,6214
2020-05-17,,,1,0,2,28,25,37,4023,3272,6307
2020-05-18,,,1,0,2,29,25,38,4068,3307,6398
2020-05-19,,,1,0,2,29,25,40,4112,3341,6488
2020-05-20,,,1,0,2,30,26,41,4156,3375,6577
2020-05-21,,,1,0,2,30,26,42,4198,3408,6666
2020-05-22,,,1,0,2,31,27,43,4240,3440,6753
2020-05-23,,,1,0,2,32,27,44,4281,3472,6839
2020-05-24,,,1,0,2,32,28,45,4321,3502,6925
2020-05-25,,,1,0,2,33,28,46,4361,3533,7009
2020-05-26,,,1,0,2,33,29,47,4399,3562,7092
2020-05-27,,,1,0,2,34,29,48,4437,3591,7174
2020-05-28,,,1,0,2,34,30,49,4474,3619,7255
2020-05-29,,,1,0,2,35,30,50,4510,3647,7334
2020-05-30,,,1,0,1,35,30,51,4546,3674,7413
2020-05-31,,,1,0,1,36,31,52,4580,3700,7490
2020-06-01,,,1,0,1,36,31,53,4617,3725,7568
2020-06-02,,,1,0,1,37,32,54,4653,3750,7644
2020-06-03,,,0,0,1,37,32,55,4688,3774,7719
2020-06-04,,,0,0,1,38,32,56,4722,3798,7793
2020-06-05,,,0,0,1,38,33,57,4756,3820,7865
2020-06-06,,,0,0,1,39,33,58,4790,3842,7936
2020-06-07,,,0,0,1,39,33,58,4823,3864,8006
2020-06-08,,,0,0,1,40,34,59,4856,3884,8075
2020-06-09,,,0,0,1,40,34,60,4888,3904,8142
2020-06-10,,,0,0,1,41,35,61,4920,3924,8208
2020-06-11,,,0,0,1,41,35,62,4951,3942,8274
2020-06-12,,,0,0,1,42,35,63,4982,3960,8340
2020-06-13,,,0,0,1,42,36,64,5012,3978,8406
2020-06-14,,,0,0,1,42,36,65,5041,3994,8472
2020-06-15,,,0,0,1,43,36,66,5070,4010,8538
2020-06-16,,,0,0,1,43,36,66,5098,4025,8604
2020-06-17,,,0,0,1,44,37,67,5125,4040,8670
2020-06-18,,,0,0,1,44,37,68,5152,4054,8736
2020-06-19,,,0,0,1,44,37,69,5178,4067,8802
2020-06-20,,,0,0,1,45,38,70,5204,4080,8867
2020-06-21,,,0,0,1,45,38,71,5228,4091,8933
2020-06-22,,,0,0,1,45,38,71,5252,4102,8997
2020-06-23,,,0,0,1,46,38,72,5276,4113,9062
2020-06-24,,,0,0,1,46,39,73,5298,4123,9126
2020-06-25,,,0,0,1,46,39,74,5320,4132,9189
2020-06-26,,,0,0,1,47,39,74,5341,4140,9253
2020-06-27,,,0,0,1,47,39,75,5361,4148,9315
2020-06-28,,,0,0,1,47,40,76,5380,4155,9377
2020-06-29,,,0,0,1,48,40,76,5398,4161,9438
2020-06-30,,,0,0,1,48,40,77,5416,4167,9499
2020-07-01,,,0,0,1,48,40,78,5433,4172,9559
2020-07-02,,,0,0,1,49,40,78,5450,4177,9619
2020-07-03,,,0,0,1,49,41,79,5466,4182,9678
2020-07-04,,,0,0,1,49,41,80,5482,4186,9737
2020-07-05,,,0,0,1,50,41,80,5496,4190,9795
2020-07-06,,,0,0,1,50,41,81,5511,4194,9853
2020-07-07,,,0,0,1,50,41,82,5525,4197,9910
2020-07-08,,,0,0,1,51,41,82,5539,4200,9966
2020-07-09,,,0,0,1,51,42,83,5552,4203,10023
2020-07-10,,,0,0,1,51,42,84,5564,4205,10078
2020-07-11,,,0,0,1,51,42,84,5577,4207,10133
2020-07-12,,,0,0,1,52,42,85,5589,4210,10188
2020-07-13,,,0,0,1,52,42,86,5600,4212,10242
2020-07-14,,,0,0,1,52,42,86,5612,4213,10295
2020-07-15,,,0,0,1,52,42,87,5623,4215,10348
2020-07-16,,,0,0,1,53,42,88,5633,4217,10400
2020-07-17,,,0,0,1,53,42,88,5644,4218,10452
2020-07-18,,,0,0,1,53,43,89,5654,4219,10503
2020-07-19,,,0,0,1,53,43,90,5664,4220,10554
2020-07-20,,,0,0,1,53,43,90,5673,4221,10604
