date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-03,,,,,,,,,25,25,25
2020-03-04,,,,,,,,,50,50,50
2020-03-05,,,,,,,,,75,75,75
2020-03-06,,,,,,,,,100,100,100
2020-03-07,,,,,,,,,125,125,125
2020-03-08,,,,,,,,,150,150,150
2020-03-09,,,,,,,,,175,175,175
2020-03-10,,,,,,,,,200,200,200
2020-03-11,,,,,,,,,225,225,225
2020-03-12,,,,,,,,,269,264,275
2020-03-13,,,,,,,,,312,304,325
2020-03-14,,,,,,,,,356,344,376
2020-03-15,,,,,,,,,401,385,428
2020-03-16,,,,,,,,,449,427,486
2020-03-17,,,,,,,,,501,472,550
2020-03-18,,,,,,,,,556,518,620
2020-03-19,,,,,,,,,612,565,693
2020-03-20,,,,,,,,,671,613,769
2020-03-21,,,,,,,,,730,662,849
2020-03-22,,,,,,,,,792,711,932
2020-03-23,,,,,,,,,855,761,1020
2020-03-24,,,,,,,,,920,812,1110
2020-03-25,,,,,,,,,986,862,1203
2020-03-26,,,,,,,,,1052,913,1298
2020-03-27,1,1,,,,,,,1120,965,1395
2020-03-28,0,1,,,,,,,1189,1016,1494
2020-03-29,0,1,,,,,,,1258,1068,1595
2020-03-30,1,2,,,,,,,1328,1120,1697
2020-03-31,1,3,,,,,,,1399,1172,1800
2020-04-01,0,3,,,,,,,1470,1225,1903
2020-04-02,0,3,,,,,,,1541,1277,2007
2020-04-03,0,3,,,,,,,1613,1330,2112
2020-04-04,0,3,,,,,,,1685,1383,2217
2020-04-05,0,3,,,,,,,1757,1436,2321
2020-04-06,0,3,,,,,,,1829,1489,2426
2020-04-07,1,4,,,,,,,1901,1541,2531
2020-04-08,0,4,,,,,,,1973,1594,2635
2020-04-09,1,5,,,,,,,2045,1646,2739
2020-04-10,1,6,,,,,,,2117,1698,2841
2020-04-11,1,7,,,,,,,2188,1749,2942
2020-04-12,0,7,,,,,,,2260,1799,3042
2020-04-13,1,8,,,,,,,2331,1849,3142
2020-04-14,0,8,,,,,,,2402,1897,3241
2020-04-15,1,9,,,,,,,2473,1946,3340
2020-04-16,0,9,,,,,,,2544,1993,3438
2020-04-17,0,9,,,,,,,2614,2040,3537
2020-04-18,0,9,,,,,,,2684,2086,3636
2020-04-19,0,9,,,,,,,2753,2132,3735
2020-04-20,0,9,,,,,,,2822,2176,3834
2020-04-21,4,13,,,,,,,2891,2221,3933
2020-04-22,1,14,,,,,,,2959,2264,4032
2020-04-23,1,15,,,,,,,3027,2307,4131
2020-04-24,,,1,0,2,16,15,17,3094,2349,4230
2020-04-25,,,1,0,2,16,16,18,3161,2391,4329
2020-04-26,,,1,0,2,17,16,19,3227,2432,4427
2020-04-27,,,1,0,2,18,17,20,3293,2472,4525
2020-04-28,,,1,0,2,19,17,21,3358,2512,4623
2020-04-29,,,1,0,2,19,18,22,3422,2552,4721
2020-04-30,,,1,0,2,20,18,23,3486,2590,4818
2020-05-01,,,1,0,2,21,19,24,3550,2628,4915
2020-05-02,,,1,0,2,21,19,25,3613,2666,5011
2020-05-03,,,1,0,2,22,20,26,3675,2702,5107
2020-05-04,,,1,0,2,23,20,27,3736,2739,5202
2020-05-05,,,1,0,1,24,21,28,3797,2774,5297
2020-05-06,,,1,0,1,24,21,29,3857,2809,5392
2020-05-07,,,1,0,1,25,22,30,3917,2844,5485
2020-05-08,,,1,0,1,26,22,31,3976,2877,5578
2020-05-09,,,1,0,1,26,23,32,4034,2911,5670
2020-05-10,,,1,0,1,27,23,33,4091,2943,5762
2020-05-11,,,1,0,1,28,24,34,4148,2975,5853
2020-05-12,,,1,0,1,28,24,35,4204,3007,5943
2020-05-13,,,1,0,1,29,24,36,4259,3038,6032
2020-05-14,,,1,0,1,30,25,37,4313,3068,6121
2020-05-15,,,1,0,1,31,25,38,4367,3098,6209
2020-05-16,,,1,0,1,31,26,39,4420,3127,6295
2020-05-17,,,1,0,1,32,26,40,4472,3156,6381
2020-05-18,,,1,0,1,33,27,41,4524,3184,6466
2020-05-19,,,1,0,1,33,27,42,4574,3211,6551
2020-05-20,,,1,0,1,34,27,43,4624,3238,6634
2020-05-21,,,1,0,1,34,28,44,4673,3264,6716
2020-05-22,,,1,0,1,35,28,45,4722,3290,6797
2020-05-23,,,1,0,1,36,29,46,4769,3315,6878
2020-05-24,,,1,0,1,36,29,47,4816,3339,6957
2020-05-25,,,1,0,1,37,29,47,4862,3363,7035
2020-05-26,,,1,0,1,38,30,48,4906,3387,7112
2020-05-27,,,1,0,1,38,30,49,4951,3409,7188
2020-05-28,,,1,0,1,39,30,50,4994,3432,7264
2020-05-29,,,1,0,1,39,31,51,5036,3453,7338
2020-05-30,,,1,0,1,40,31,52,5078,3474,7410
2020-05-31,,,1,0,1,41,31,53,5119,3495,7482
2020-06-01,,,1,0,1,41,32,54,5162,3515,7565
2020-06-02,,,1,0,1,42,32,55,5205,3534,7647
2020-06-03,,,1,0,1,42,32,56,5246,3553,7727
2020-06-04,,,1,0,1,43,33,57,5287,3571,7808
2020-06-05,,,1,0,1,43,33,58,5328,3588,7890
2020-06-06,,,1,0,1,44,33,58,5369,3605,7975
2020-06-07,,,1,0,1,44,34,59,5409,3622,8061
2020-06-08,,,1,0,1,45,34,60,5449,3638,8148
2020-06-09,,,1,0,1,46,34,61,5488,3653,8235
2020-06-10,,,1,0,1,46,34,62,5527,3668,8324
2020-06-11,,,0,0,1,47,35,63,5565,3682,8413
2020-06-12,,,0,0,1,47,35,64,5603,3695,8503
2020-06-13,,,0,0,1,47,35,64,5641,3708,8595
2020-06-14,,,0,0,1,48,35,65,5677,3720,8687
2020-06-15,,,0,0,1,48,36,66,5714,3732,8779
2020-06-16,,,0,0,1,49,36,67,5749,3743,8873
2020-06-17,,,0,0,1,49,36,68,5784,3754,8967
2020-06-18,,,0,0,1,50,36,68,5819,3764,9061
2020-06-19,,,0,0,1,50,37,69,5853,3774,9157
2020-06-20,,,0,0,1,51,37,70,5886,3783,9252
2020-06-21,,,0,0,1,51,37,71,5918,3791,9349
2020-06-22,,,0,0,1,51,37,71,5950,3799,9445
2020-06-23,,,0,0,1,52,37,72,5981,3806,9542
2020-06-24,,,0,0,1,52,38,73,6011,3812,9640
2020-06-25,,,0,0,1,53,38,74,6041,3818,9738
2020-06-26,,,0,0,1,53,38,75,6069,3824,9835
2020-06-27,,,0,0,1,54,38,75,6097,3829,9934
2020-06-28,,,0,0,1,54,38,76,6125,3833,10032
2020-06-29,,,0,0,1,54,38,77,6151,3837,10130
2020-06-30,,,0,0,1,55,39,78,6177,3841,10229
2020-07-01,,,0,0,1,55,39,79,6202,3844,10328
2020-07-02,,,0,0,1,56,39,80,6227,3847,10428
2020-07-03,,,0,0,1,56,39,81,6251,3849,10527
2020-07-04,,,0,0,1,56,39,81,6275,3852,10627
2020-07-05,,,0,0,1,57,39,82,6298,3854,10727
2020-07-06,,,0,0,1,57,39,83,6321,3856,10828
2020-07-07,,,0,0,1,57,40,84,6343,3858,10928
2020-07-08,,,0,0,1,58,40,85,6365,3859,11029
2020-07-09,,,0,0,1,58,40,86,6386,3861,11130
2020-07-10,,,0,0,1,58,40,87,6407,3862,11231
2020-07-11,,,0,0,1,59,40,88,6428,3863,11333
2020-07-12,,,0,0,1,59,40,89,6448,3864,11435
2020-07-13,,,0,0,1,59,40,90,6468,3865,11537
2020-07-14,,,0,0,1,60,40,91,6487,3866,11639
2020-07-15,,,0,0,1,60,40,92,6506,3867,11741
2020-07-16,,,0,0,1,60,40,93,6525,3868,11844
2020-07-17,,,0,0,1,61,40,94,6543,3868,11947
2020-07-18,,,0,0,1,61,40,95,6561,3869,12050
2020-07-19,,,0,0,1,61,41,96,6579,3869,12153
2020-07-20,,,0,0,1,62,41,97,6597,3870,12257
2020-07-21,,,0,0,1,62,41,98,6614,3870,12361
2020-07-22,,,0,0,1,62,41,99,6631,3871,12465
2020-07-23,,,0,0,1,62,41,100,6648,3871,12569
2020-07-24,,,0,0,1,63,41,101,6664,3871,12674
2020-07-25,,,0,0,1,63,41,102,6681,3872,12779
2020-07-26,,,0,0,1,63,41,103,6697,3872,12884
2020-07-27,,,0,0,2,63,41,104,6712,3872,12989
2020-07-28,,,0,0,2,63,41,105,6728,3872,13094
2020-07-29,,,0,0,2,64,41,106,6743,3873,13200
2020-07-30,,,0,0,2,64,41,107,6759,3873,13306
2020-07-31,,,0,0,2,64,41,108,6774,3873,13412
2020-08-01,,,0,0,2,64,41,109,6789,3873,13518
2020-08-02,,,0,0,2,65,41,110,6803,3873,13624
2020-08-03,,,0,0,2,65,41,111,6818,3873,13731
2020-08-04,,,0,0,2,65,41,112,6832,3873,13838
