date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,64,50,100
2020-02-25,,,,,,,,,129,100,200
2020-02-26,,,,,,,,,193,150,300
2020-02-27,,,,,,,,,258,200,400
2020-02-28,,,,,,,,,322,250,500
2020-02-29,,,,,,,,,387,300,600
2020-03-01,,,,,,,,,451,350,700
2020-03-02,,,,,,,,,516,400,800
2020-03-03,,,,,,,,,580,450,900
2020-03-04,,,,,,,,,763,579,1174
2020-03-05,,,,,,,,,944,709,1445
2020-03-06,,,,,,,,,1136,845,1728
2020-03-07,,,,,,,,,1347,992,2038
2020-03-08,,,,,,,,,1601,1166,2401
2020-03-09,,,,,,,,,1920,1379,2849
2020-03-10,,,,,,,,,2289,1622,3357
2020-03-11,,,,,,,,,2699,1892,3911
2020-03-12,,,,,,,,,3157,2192,4525
2020-03-13,,,,,,,,,3670,2527,5211
2020-03-14,,,,,,,,,4249,2907,5970
2020-03-15,,,,,,,,,4890,3333,6800
2020-03-16,,,,,,,,,5584,3804,7683
2020-03-17,,,,,,,,,6328,4322,8619
2020-03-18,,,,,,,,,7118,4888,9599
2020-03-19,1,1,,,,,,,7950,5505,10631
2020-03-20,0,1,,,,,,,8820,6170,11696
2020-03-21,0,1,,,,,,,9719,6879,12798
2020-03-22,0,1,,,,,,,10640,7619,13931
2020-03-23,0,1,,,,,,,11577,8380,15088
2020-03-24,0,1,,,,,,,12527,9156,16257
2020-03-25,2,3,,,,,,,13484,9939,17447
2020-03-26,3,6,,,,,,,14445,10723,18645
2020-03-27,2,8,,,,,,,15408,11501,19839
2020-03-28,5,13,,,,,,,16369,12269,21042
2020-03-29,1,14,,,,,,,17327,13023,22244
2020-03-30,2,16,,,,,,,18280,13762,23453
2020-03-31,4,20,,,,,,,19228,14482,24665
2020-04-01,2,22,,,,,,,20170,15183,25883
2020-04-02,4,26,,,,,,,21106,15860,27097
2020-04-03,3,29,,,,,,,22033,16517,28306
2020-04-04,6,35,,,,,,,22954,17155,29524
2020-04-05,8,43,,,,,,,23866,17770,30752
2020-04-06,8,51,,,,,,,24771,18363,31988
2020-04-07,9,60,,,,,,,25668,18938,33229
2020-04-08,7,67,,,,,,,26557,19492,34472
2020-04-09,9,76,,,,,,,27439,20022,35722
2020-04-10,6,82,,,,,,,28313,20535,36974
2020-04-11,11,93,,,,,,,29179,21029,38234
2020-04-12,3,96,,,,,,,30038,21503,39498
2020-04-13,2,98,,,,,,,30889,21964,40769
2020-04-14,13,111,,,,,,,31733,22411,42044
2020-04-15,11,122,,,,,,,32570,22845,43329
2020-04-16,7,129,,,,,,,33400,23261,44624
2020-04-17,11,140,,,,,,,34223,23661,45928
2020-04-18,12,152,,,,,,,35040,24045,47242
2020-04-19,7,159,,,,,,,35850,24414,48567
2020-04-20,10,169,,,,,,,36654,24769,49900
2020-04-21,14,183,,,,,,,37451,25110,51243
2020-04-22,10,193,,,,,,,38242,25438,52594
2020-04-23,8,201,,,,,,,39026,25754,53955
2020-04-24,,,9,6,13,210,207,214,39805,26059,55323
2020-04-25,,,9,6,13,220,214,226,40578,26351,56700
2020-04-26,,,9,6,13,229,220,238,41345,26633,58085
2020-04-27,,,9,6,13,238,226,250,42106,26905,59476
2020-04-28,,,9,5,13,247,232,262,42861,27167,60874
2020-04-29,,,9,5,13,256,238,275,43611,27420,62276
2020-04-30,,,9,5,13,265,244,287,44355,27664,63689
