date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-06,,,,,,,,,27,25,50
2020-03-07,,,,,,,,,53,50,100
2020-03-08,,,,,,,,,80,75,150
2020-03-09,,,,,,,,,107,100,200
2020-03-10,,,,,,,,,133,125,250
2020-03-11,,,,,,,,,160,150,300
2020-03-12,,,,,,,,,187,175,350
2020-03-13,,,,,,,,,213,200,400
2020-03-14,,,,,,,,,240,225,450
2020-03-15,,,,,,,,,309,284,550
2020-03-16,,,,,,,,,377,344,650
2020-03-17,,,,,,,,,449,406,752
2020-03-18,,,,,,,,,527,472,858
2020-03-19,,,,,,,,,618,548,973
2020-03-20,,,,,,,,,729,639,1112
2020-03-21,,,,,,,,,856,741,1275
2020-03-22,,,,,,,,,995,851,1452
2020-03-23,,,,,,,,,1148,972,1649
2020-03-24,,,,,,,,,1317,1102,1866
2020-03-25,,,,,,,,,1505,1246,2107
2020-03-26,,,,,,,,,1710,1404,2370
2020-03-27,,,,,,,,,1931,1573,2654
2020-03-28,,,,,,,,,2167,1754,2959
2020-03-29,,,,,,,,,2416,1946,3283
2020-03-30,1,1,,,,,,,2678,2148,3628
2020-03-31,0,1,,,,,,,2951,2357,3991
2020-04-01,0,1,,,,,,,3233,2570,4374
2020-04-02,1,2,,,,,,,3522,2782,4779
2020-04-03,0,2,,,,,,,3817,2992,5202
2020-04-04,0,2,,,,,,,4116,3199,5638
2020-04-05,1,3,,,,,,,4417,3400,6086
2020-04-06,1,4,,,,,,,4720,3596,6542
2020-04-07,0,4,,,,,,,5023,3789,7008
2020-04-08,0,4,,,,,,,5326,3977,7484
2020-04-09,1,5,,,,,,,5629,4161,7966
2020-04-10,0,5,,,,,,,5930,4339,8448
2020-04-11,0,5,,,,,,,6230,4511,8937
2020-04-12,1,6,,,,,,,6529,4679,9431
2020-04-13,2,8,,,,,,,6825,4843,9927
2020-04-14,1,9,,,,,,,7120,5003,10424
2020-04-15,1,10,,,,,,,7413,5160,10920
2020-04-16,2,12,,,,,,,7704,5312,11417
2020-04-17,4,16,,,,,,,7993,5460,11916
2020-04-18,0,16,,,,,,,8280,5603,12418
2020-04-19,2,18,,,,,,,8565,5741,12924
2020-04-20,6,24,,,,,,,8847,5875,13434
2020-04-21,2,26,,,,,,,9128,6006,13944
2020-04-22,1,27,,,,,,,9407,6132,14456
2020-04-23,4,31,,,,,,,9684,6255,14971
2020-04-24,,,3,2,4,34,33,35,9959,6375,15489
2020-04-25,,,3,2,5,37,35,40,10233,6491,16009
2020-04-26,,,3,2,5,40,37,44,10504,6603,16532
2020-04-27,,,3,2,5,43,39,48,10774,6713,17057
2020-04-28,,,3,1,5,46,41,53,11042,6819,17584
2020-04-29,,,3,1,5,49,43,57,11308,6923,18114
2020-04-30,,,3,1,5,52,45,62,11572,7024,18646
2020-05-01,,,3,1,5,55,46,67,11835,7122,19180
2020-05-02,,,3,1,5,58,48,72,12096,7218,19715
2020-05-03,,,3,1,5,61,50,76,12355,7311,20247
2020-05-04,,,3,1,5,64,52,81,12613,7402,20777
2020-05-05,,,3,1,5,67,53,86,12869,7490,21306
2020-05-06,,,3,1,5,70,55,91,13124,7577,21836
2020-05-07,,,3,1,5,73,56,96,13377,7661,22370
2020-05-08,,,3,1,5,75,58,101,13628,7743,22907
2020-05-09,,,3,1,5,78,59,106,13878,7823,23448
2020-05-10,,,3,1,6,81,61,111,14127,7900,23992
2020-05-11,,,3,1,6,84,62,116,14373,7976,24540
2020-05-12,,,3,1,6,87,64,121,14619,8051,25090
2020-05-13,,,3,1,6,90,65,126,14863,8123,25644
2020-05-14,,,3,1,6,92,66,132,15105,8193,26199
2020-05-15,,,3,1,6,95,67,137,15346,8262,26757
2020-05-16,,,3,1,6,98,69,142,15586,8329,27315
2020-05-17,,,3,1,6,101,70,147,15824,8395,27875
2020-05-18,,,3,1,6,103,71,152,16061,8459,28435
2020-05-19,,,3,1,6,106,72,158,16296,8521,28996
2020-05-20,,,3,1,6,109,73,163,16530,8582,29559
2020-05-21,,,3,1,6,111,74,168,16762,8641,30122
2020-05-22,,,3,1,6,114,75,173,16993,8699,30688
2020-05-23,,,3,0,6,117,76,179,17222,8755,31255
2020-05-24,,,3,0,6,119,77,184,17450,8810,31823
2020-05-25,,,3,0,6,122,78,189,17676,8864,32391
2020-05-26,,,3,0,6,125,79,195,17901,8916,32960
2020-05-27,,,3,0,6,127,80,200,18125,8967,33529
2020-05-28,,,3,0,6,130,81,205,18347,9017,34099
2020-05-29,,,3,0,6,132,81,211,18567,9065,34668
2020-05-30,,,3,0,6,135,82,216,18786,9112,35238
2020-05-31,,,3,0,6,137,83,221,19004,9158,35808
2020-06-01,,,2,0,6,140,84,227,19241,9204,36442
2020-06-02,,,2,0,6,142,85,232,19476,9250,37076
2020-06-03,,,2,0,6,145,85,238,19711,9294,37719
2020-06-04,,,2,0,6,147,86,243,19947,9338,38376
2020-06-05,,,2,0,6,149,87,249,20185,9379,39059
2020-06-06,,,2,0,6,152,88,254,20429,9420,39782
2020-06-07,,,2,0,6,154,88,260,20676,9459,40535
