date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-01,,,,,,,,,38,25,75
2020-03-02,,,,,,,,,76,50,150
2020-03-03,,,,,,,,,114,75,225
2020-03-04,,,,,,,,,153,100,300
2020-03-05,,,,,,,,,191,125,375
2020-03-06,,,,,,,,,229,150,450
2020-03-07,,,,,,,,,267,175,525
2020-03-08,,,,,,,,,305,200,600
2020-03-09,,,,,,,,,343,225,675
2020-03-10,,,,,,,,,443,294,840
2020-03-11,,,,,,,,,542,364,1005
2020-03-12,,,,,,,,,647,437,1174
2020-03-13,,,,,,,,,760,517,1353
2020-03-14,,,,,,,,,894,614,1553
2020-03-15,,,,,,,,,1060,734,1785
2020-03-16,,,,,,,,,1249,874,2042
2020-03-17,,,,,,,,,1459,1030,2318
2020-03-18,,,,,,,,,1692,1206,2617
2020-03-19,,,,,,,,,1953,1405,2950
2020-03-20,,,,,,,,,2248,1632,3326
2020-03-21,,,,,,,,,2576,1889,3743
2020-03-22,,,,,,,,,2936,2176,4201
2020-03-23,,,,,,,,,3328,2492,4692
2020-03-24,,,,,,,,,3751,2840,5216
2020-03-25,1,1,,,,,,,4205,3215,5775
2020-03-26,0,1,,,,,,,4687,3615,6367
2020-03-27,0,1,,,,,,,5195,4031,6987
2020-03-28,0,1,,,,,,,5723,4459,7636
2020-03-29,1,2,,,,,,,6268,4894,8323
2020-03-30,0,2,,,,,,,6826,5334,9048
2020-03-31,2,4,,,,,,,7393,5770,9809
2020-04-01,1,5,,,,,,,7965,6202,10599
2020-04-02,1,6,,,,,,,8538,6626,11409
2020-04-03,4,10,,,,,,,9109,7034,12232
2020-04-04,0,10,,,,,,,9677,7429,13061
2020-04-05,2,12,,,,,,,10239,7813,13890
2020-04-06,0,12,,,,,,,10796,8182,14719
2020-04-07,1,13,,,,,,,11346,8539,15543
2020-04-08,0,13,,,,,,,11888,8880,16361
2020-04-09,3,16,,,,,,,12421,9204,17174
2020-04-10,1,17,,,,,,,12947,9515,17985
2020-04-11,2,19,,,,,,,13464,9814,18796
2020-04-12,7,26,,,,,,,13973,10097,19601
2020-04-13,0,26,,,,,,,14474,10365,20396
2020-04-14,5,31,,,,,,,14966,10620,21183
2020-04-15,5,36,,,,,,,15450,10865,21960
2020-04-16,0,36,,,,,,,15925,11100,22727
2020-04-17,8,44,,,,,,,16394,11324,23491
2020-04-18,9,53,,,,,,,16854,11537,24254
2020-04-19,2,55,,,,,,,17307,11739,25008
2020-04-20,3,58,,,,,,,17753,11930,25752
2020-04-21,0,58,,,,,,,18191,12111,26497
2020-04-22,13,71,,,,,,,18623,12284,27241
2020-04-23,7,78,,,,,,,19047,12451,27978
2020-04-24,,,6,4,8,84,82,86,19466,12610,28711
2020-04-25,,,6,4,8,89,86,94,19878,12764,29443
2020-04-26,,,6,3,9,95,90,102,20283,12913,30170
2020-04-27,,,6,3,9,100,94,111,20683,13054,30896
2020-04-28,,,6,3,9,106,97,119,21077,13190,31620
2020-04-29,,,5,3,9,112,101,127,21465,13318,32339
2020-04-30,,,5,3,9,117,104,135,21847,13441,33052
2020-05-01,,,5,3,9,122,108,143,22224,13559,33762
2020-05-02,,,5,3,9,127,111,151,22595,13671,34469
2020-05-03,,,5,3,9,133,114,159,22962,13778,35174
2020-05-04,,,5,2,9,138,117,167,23323,13881,35878
2020-05-05,,,5,2,8,143,119,175,23679,13979,36579
2020-05-06,,,5,2,8,148,122,183,24030,14073,37278
2020-05-07,,,5,2,8,153,124,191,24376,14163,37973
2020-05-08,,,5,2,8,157,127,199,24718,14249,38662
2020-05-09,,,5,2,8,162,129,206,25055,14332,39347
2020-05-10,,,5,2,8,167,131,214,25387,14412,40030
2020-05-11,,,5,2,8,171,133,221,25715,14489,40712
2020-05-12,,,4,1,8,176,135,229,26039,14562,41391
2020-05-13,,,4,1,8,180,137,236,26358,14633,42069
2020-05-14,,,4,1,8,184,139,244,26673,14701,42742
2020-05-15,,,4,1,8,189,140,251,26984,14767,43412
2020-05-16,,,4,1,8,193,142,258,27290,14830,44081
2020-05-17,,,4,1,8,197,143,266,27592,14890,44746
2020-05-18,,,4,1,8,201,145,273,27891,14949,45409
2020-05-19,,,4,1,8,205,146,280,28185,15006,46068
2020-05-20,,,4,1,8,209,148,288,28476,15060,46723
2020-05-21,,,4,1,8,213,149,295,28762,15113,47375
2020-05-22,,,4,1,8,217,150,302,29045,15163,48022
2020-05-23,,,4,1,8,220,151,309,29324,15212,48665
2020-05-24,,,4,1,8,224,153,316,29599,15260,49303
2020-05-25,,,4,1,8,228,154,323,29870,15305,49935
2020-05-26,,,4,1,8,231,155,330,30137,15349,50560
2020-05-27,,,4,0,8,235,156,337,30401,15392,51180
2020-05-28,,,4,0,7,238,157,344,30661,15433,51796
2020-05-29,,,3,0,7,242,158,351,30918,15473,52409
2020-05-30,,,3,0,7,245,158,358,31171,15511,53018
2020-05-31,,,3,0,7,249,159,365,31420,15548,53622
2020-06-01,,,3,0,7,252,160,372,31690,15586,54300
2020-06-02,,,3,0,7,255,161,378,31956,15623,54973
2020-06-03,,,3,0,7,259,162,385,32219,15659,55646
2020-06-04,,,3,0,7,262,162,392,32481,15693,56324
2020-06-05,,,3,0,7,265,163,399,32744,15727,57020
2020-06-06,,,3,0,7,268,164,405,33010,15760,57743
2020-06-07,,,3,0,7,271,164,412,33279,15792,58489
2020-06-08,,,3,0,7,274,165,419,33548,15823,59251
2020-06-09,,,3,0,7,277,165,425,33818,15853,60029
2020-06-10,,,3,0,7,280,166,432,34088,15882,60826
2020-06-11,,,3,0,7,283,167,438,34359,15910,61645
2020-06-12,,,3,0,7,286,167,445,34633,15937,62488
2020-06-13,,,3,0,7,289,168,451,34907,15964,63352
2020-06-14,,,3,0,7,291,168,458,35182,15990,64237
2020-06-15,,,3,0,7,294,169,464,35459,16015,65143
2020-06-16,,,3,0,7,297,169,471,35737,16039,66073
2020-06-17,,,3,0,7,300,170,477,36015,16062,67026
2020-06-18,,,3,0,7,302,170,483,36296,16085,68003
2020-06-19,,,3,0,7,305,170,489,36577,16106,69004
2020-06-20,,,3,0,7,307,171,496,36860,16127,70029
2020-06-21,,,3,0,7,310,171,502,37144,16147,71078
2020-06-22,,,3,0,7,313,172,508,37429,16166,72152
2020-06-23,,,3,0,7,315,172,515,37715,16184,73251
2020-06-24,,,3,0,7,318,172,521,38003,16201,74376
2020-06-25,,,3,0,7,320,173,528,38292,16218,75527
2020-06-26,,,3,0,7,323,173,535,38582,16233,76704
2020-06-27,,,3,0,8,326,173,542,38874,16248,77908
