date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-18,,,,,,,,,60,50,100
2020-02-19,,,,,,,,,121,100,200
2020-02-20,,,,,,,,,181,150,300
2020-02-21,,,,,,,,,242,200,400
2020-02-22,,,,,,,,,302,250,500
2020-02-23,,,,,,,,,363,300,600
2020-02-24,,,,,,,,,423,350,700
2020-02-25,,,,,,,,,484,400,800
2020-02-26,,,,,,,,,544,450,900
2020-02-27,,,,,,,,,672,559,1100
2020-02-28,,,,,,,,,798,669,1300
2020-02-29,,,,,,,,,928,781,1503
2020-03-01,,,,,,,,,1065,901,1715
2020-03-02,,,,,,,,,1216,1034,1947
2020-03-03,,,,,,,,,1390,1189,2208
2020-03-04,,,,,,,,,1580,1360,2491
2020-03-05,,,,,,,,,1783,1543,2790
2020-03-06,,,,,,,,,1999,1739,3104
2020-03-07,,,,,,,,,2229,1949,3434
2020-03-08,,,,,,,,,2476,2176,3784
2020-03-09,,,,,,,,,2741,2420,4153
2020-03-10,,,,,,,,,3022,2681,4540
2020-03-11,,,,,,,,,3319,2957,4943
2020-03-12,,,,,,,,,3632,3249,5363
2020-03-13,1,1,,,,,,,3963,3547,5800
2020-03-14,0,1,,,,,,,4312,3850,6254
2020-03-15,0,1,,,,,,,4680,4159,6725
2020-03-16,0,1,,,,,,,5065,4472,7212
2020-03-17,0,1,,,,,,,5467,4790,7715
2020-03-18,0,1,,,,,,,5888,5111,8234
2020-03-19,0,1,,,,,,,6327,5437,8768
2020-03-20,0,1,,,,,,,6783,5766,9317
2020-03-21,1,2,,,,,,,7256,6098,9881
2020-03-22,0,2,,,,,,,7745,6433,10458
2020-03-23,0,2,,,,,,,8248,6772,11048
2020-03-24,0,2,,,,,,,8763,7114,11650
2020-03-25,1,3,,,,,,,9290,7459,12262
2020-03-26,0,3,,,,,,,9825,7809,12892
2020-03-27,1,4,,,,,,,10368,8163,13545
2020-03-28,0,4,,,,,,,10916,8521,14221
2020-03-29,3,7,,,,,,,11467,8885,14912
2020-03-30,1,8,,,,,,,12019,9248,15620
2020-03-31,1,9,,,,,,,12571,9615,16341
