date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-28,,,,,,,,,50,50,50
2020-02-29,,,,,,,,,100,100,100
2020-03-01,,,,,,,,,150,150,150
2020-03-02,,,,,,,,,200,200,200
2020-03-03,,,,,,,,,250,250,250
2020-03-04,,,,,,,,,300,300,300
2020-03-05,,,,,,,,,350,350,350
2020-03-06,,,,,,,,,400,400,400
2020-03-07,,,,,,,,,450,450,450
2020-03-08,,,,,,,,,558,548,580
2020-03-09,,,,,,,,,665,645,708
2020-03-10,,,,,,,,,775,744,840
2020-03-11,,,,,,,,,890,846,981
2020-03-12,,,,,,,,,1017,955,1140
2020-03-13,,,,,,,,,1162,1077,1326
2020-03-14,,,,,,,,,1318,1205,1529
2020-03-15,,,,,,,,,1481,1338,1745
2020-03-16,,,,,,,,,1651,1473,1972
2020-03-17,,,,,,,,,1826,1612,2211
2020-03-18,,,,,,,,,2010,1754,2464
2020-03-19,,,,,,,,,2199,1898,2729
2020-03-20,,,,,,,,,2392,2045,3000
2020-03-21,,,,,,,,,2588,2192,3273
2020-03-22,,,,,,,,,2787,2340,3547
2020-03-23,,,,,,,,,2987,2488,3828
2020-03-24,2,2,,,,,,,3188,2637,4113
2020-03-25,0,2,,,,,,,3391,2785,4402
2020-03-26,0,2,,,,,,,3594,2933,4694
2020-03-27,1,3,,,,,,,3797,3080,4986
2020-03-28,2,5,,,,,,,4000,3226,5278
2020-03-29,1,6,,,,,,,4203,3371,5571
2020-03-30,1,7,,,,,,,4406,3515,5863
2020-03-31,1,8,,,,,,,4608,3658,6158
2020-04-01,2,10,,,,,,,4810,3799,6454
2020-04-02,2,12,,,,,,,5011,3940,6752
2020-04-03,0,12,,,,,,,5212,4080,7052
2020-04-04,2,14,,,,,,,5412,4219,7352
2020-04-05,2,16,,,,,,,5611,4356,7654
2020-04-06,0,16,,,,,,,5809,4492,7958
2020-04-07,2,18,,,,,,,6007,4627,8262
2020-04-08,0,18,,,,,,,6203,4761,8567
2020-04-09,3,21,,,,,,,6399,4894,8873
2020-04-10,0,21,,,,,,,6593,5025,9180
2020-04-11,4,25,,,,,,,6787,5156,9490
2020-04-12,2,27,,,,,,,6979,5284,9803
2020-04-13,2,29,,,,,,,7171,5412,10118
2020-04-14,3,32,,,,,,,7361,5538,10436
2020-04-15,1,33,,,,,,,7551,5663,10758
