date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-25,,,,,,,,,50,50,50
2020-02-26,,,,,,,,,100,100,100
2020-02-27,,,,,,,,,150,150,150
2020-02-28,,,,,,,,,200,200,200
2020-02-29,,,,,,,,,250,250,250
2020-03-01,,,,,,,,,300,300,300
2020-03-02,,,,,,,,,350,350,350
2020-03-03,,,,,,,,,400,400,400
2020-03-04,,,,,,,,,450,450,450
2020-03-05,,,,,,,,,579,569,590
2020-03-06,,,,,,,,,708,688,730
2020-03-07,,,,,,,,,843,812,877
2020-03-08,,,,,,,,,989,945,1040
2020-03-09,,,,,,,,,1161,1096,1235
2020-03-10,,,,,,,,,1371,1278,1481
2020-03-11,,,,,,,,,1611,1481,1767
2020-03-12,,,,,,,,,1876,1702,2089
2020-03-13,,,,,,,,,2169,1942,2453
2020-03-14,,,,,,,,,2496,2205,2869
2020-03-15,,,,,,,,,2864,2494,3348
2020-03-16,,,,,,,,,3273,2811,3892
2020-03-17,,,,,,,,,3723,3154,4499
2020-03-18,,,,,,,,,4215,3522,5171
2020-03-19,,,,,,,,,4748,3916,5904
2020-03-20,1,1,,,,,,,5325,4338,6699
2020-03-21,0,1,,,,,,,5945,4786,7544
2020-03-22,1,2,,,,,,,6605,5262,8436
2020-03-23,0,2,,,,,,,7301,5757,9355
2020-03-24,0,2,,,,,,,8029,6271,10315
2020-03-25,0,2,,,,,,,8785,6797,11333
2020-03-26,1,3,,,,,,,9564,7333,12397
2020-03-27,0,3,,,,,,,10362,7873,13506
2020-03-28,1,4,,,,,,,11172,8418,14652
2020-03-29,1,5,,,,,,,11991,8960,15820
2020-03-30,4,9,,,,,,,12814,9494,17012
2020-03-31,0,9,,,,,,,13639,10022,18222
2020-04-01,0,9,,,,,,,14462,10539,19438
2020-04-02,3,12,,,,,,,15283,11044,20669
2020-04-03,3,15,,,,,,,16098,11541,21906
2020-04-04,6,21,,,,,,,16907,12028,23158
2020-04-05,1,22,,,,,,,17709,12502,24417
2020-04-06,0,22,,,,,,,18504,12961,25670
2020-04-07,0,22,,,,,,,19290,13403,26922
2020-04-08,5,27,,,,,,,20067,13831,28169
2020-04-09,5,32,,,,,,,20836,14246,29409
2020-04-10,6,38,,,,,,,21595,14650,30643
2020-04-11,9,47,,,,,,,22345,15040,31878
2020-04-12,3,50,,,,,,,23086,15416,33116
2020-04-13,2,52,,,,,,,23818,15777,34357
2020-04-14,15,67,,,,,,,24541,16127,35599
2020-04-15,5,72,,,,,,,25255,16464,36834
2020-04-16,9,81,,,,,,,25959,16791,38063
2020-04-17,5,86,,,,,,,26655,17105,39279
2020-04-18,5,91,,,,,,,27342,17408,40480
2020-04-19,5,96,,,,,,,28021,17702,41667
2020-04-20,9,105,,,,,,,28690,17986,42845
2020-04-21,7,112,,,,,,,29352,18261,44020
2020-04-22,15,127,,,,,,,30005,18526,45192
2020-04-23,12,139,,,,,,,30650,18783,46361
2020-04-24,,,8,5,13,147,144,152,31287,19031,47527
2020-04-25,,,8,4,13,155,149,164,31916,19270,48689
2020-04-26,,,8,4,13,163,153,176,32537,19501,49847
2020-04-27,,,8,4,13,171,158,189,33150,19724,51001
2020-04-28,,,8,4,13,179,163,201,33756,19940,52144
2020-04-29,,,8,4,13,187,167,214,34354,20148,53278
2020-04-30,,,8,4,13,195,172,226,34944,20350,54407
2020-05-01,,,8,4,13,203,176,239,35527,20545,55532
2020-05-02,,,8,4,13,210,180,251,36103,20734,56650
2020-05-03,,,8,3,13,218,184,263,36672,20916,57762
2020-05-04,,,7,3,13,225,187,276,37233,21093,58869
2020-05-05,,,7,3,13,232,191,288,37788,21265,59969
2020-05-06,,,7,3,13,240,195,300,38335,21431,61062
2020-05-07,,,7,3,13,247,198,313,38876,21592,62148
2020-05-08,,,7,3,13,254,201,325,39409,21749,63228
2020-05-09,,,7,3,13,261,204,337,39936,21900,64300
2020-05-10,,,7,3,13,268,207,349,40456,22047,65365
2020-05-11,,,7,2,12,274,210,361,40969,22190,66423
2020-05-12,,,7,2,12,281,213,373,41476,22328,67473
2020-05-13,,,7,2,12,288,216,384,41976,22463,68516
2020-05-14,,,7,2,12,294,219,396,42469,22593,69551
2020-05-15,,,6,2,12,301,221,408,42956,22720,70577
2020-05-16,,,6,2,12,307,224,419,43437,22843,71596
2020-05-17,,,6,2,12,313,226,431,43911,22962,72606
2020-05-18,,,6,2,12,320,228,443,44378,23078,73607
2020-05-19,,,6,2,12,326,231,454,44839,23190,74600
2020-05-20,,,6,2,12,332,233,466,45294,23299,75583
2020-05-21,,,6,2,12,338,235,477,45742,23405,76558
2020-05-22,,,6,2,12,344,237,488,46185,23508,77523
2020-05-23,,,6,1,12,350,239,499,46620,23608,78478
2020-05-24,,,6,1,12,355,241,511,47050,23705,79424
2020-05-25,,,6,1,12,361,243,522,47474,23799,80361
2020-05-26,,,6,1,12,367,244,533,47891,23891,81287
2020-05-27,,,6,1,11,372,246,544,48302,23980,82204
2020-05-28,,,5,1,11,378,248,555,48708,24066,83111
2020-05-29,,,5,1,11,383,249,566,49107,24150,84007
2020-05-30,,,5,1,11,388,251,576,49500,24231,84893
2020-05-31,,,5,1,11,394,253,587,49887,24310,85769
2020-06-01,,,5,1,11,399,254,598,50305,24390,86747
2020-06-02,,,5,1,11,404,255,608,50717,24468,87712
2020-06-03,,,5,1,11,409,257,619,51124,24543,88674
2020-06-04,,,5,1,11,414,258,629,51528,24616,89636
2020-06-05,,,5,1,11,419,260,640,51934,24687,90624
2020-06-06,,,5,1,11,424,261,650,52345,24755,91652
2020-06-07,,,5,1,11,429,262,660,52758,24821,92700
2020-06-08,,,5,1,11,433,263,670,53172,24884,93767
2020-06-09,,,5,1,11,438,264,680,53585,24945,94851
2020-06-10,,,5,1,10,443,266,690,53998,25003,95960
2020-06-11,,,5,1,10,447,267,700,54414,25060,97098
2020-06-12,,,4,1,10,452,268,710,54831,25114,98265
2020-06-13,,,4,1,10,456,269,719,55249,25166,99459
2020-06-14,,,4,1,10,460,270,729,55667,25215,100680
2020-06-15,,,4,0,10,465,271,738,56087,25263,101927
2020-06-16,,,4,0,10,469,272,748,56507,25308,103202
2020-06-17,,,4,0,10,473,273,757,56928,25351,104505
2020-06-18,,,4,0,10,477,273,766,57350,25393,105835
2020-06-19,,,4,0,10,481,274,775,57773,25432,107192
2020-06-20,,,4,0,10,485,275,784,58196,25469,108574
2020-06-21,,,4,0,10,489,276,793,58621,25505,109982
2020-06-22,,,4,0,10,494,277,803,59046,25538,111417
2020-06-23,,,4,0,10,498,278,812,59471,25569,112878
2020-06-24,,,4,0,10,502,278,821,59897,25599,114367
2020-06-25,,,4,0,10,506,279,831,60324,25626,115883
2020-06-26,,,4,0,10,510,280,841,60751,25652,117426
2020-06-27,,,4,0,11,514,281,851,61179,25676,118995
2020-06-28,,,4,0,11,518,281,861,61608,25699,120593
2020-06-29,,,4,0,11,522,282,872,62038,25721,122220
2020-06-30,,,4,0,11,526,283,882,62468,25741,123871
2020-07-01,,,4,0,11,530,283,893,62900,25760,125549
2020-07-02,,,4,0,12,534,284,904,63332,25777,127251
2020-07-03,,,4,0,12,539,284,916,63765,25794,128979
2020-07-04,,,4,0,12,543,285,927,64198,25810,130732
2020-07-05,,,4,0,12,547,285,939,64633,25825,132511
2020-07-06,,,4,0,13,551,286,951,65069,25838,134317
2020-07-07,,,4,0,13,555,286,964,65505,25851,136150
2020-07-08,,,4,0,13,560,287,977,65943,25864,138012
2020-07-09,,,4,0,14,564,287,990,66381,25875,139900
2020-07-10,,,4,0,14,568,288,1003,66820,25886,141812
2020-07-11,,,4,0,14,572,288,1017,67260,25896,143753
2020-07-12,,,4,0,14,576,288,1030,67700,25906,145715
2020-07-13,,,4,0,15,581,289,1044,68142,25915,147707
2020-07-14,,,4,0,15,585,289,1059,68584,25923,149723
2020-07-15,,,4,0,15,589,289,1073,69027,25931,151767
2020-07-16,,,4,0,15,593,290,1088,69470,25939,153838
2020-07-17,,,4,0,16,598,290,1103,69914,25946,155937
2020-07-18,,,4,0,16,602,290,1119,70359,25952,158061
2020-07-19,,,4,0,16,606,290,1135,70804,25959,160209
2020-07-20,,,4,0,16,611,291,1151,71250,25964,162376
