country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,954.225320524,552,1554
India,,,951.781139155,600,1334
Mexico,,,521.636287158,349,778
Colombia,,,306.345752333,199,446
Argentina,,,218.962862201,153,303
Peru,,,199.809210003,84,332
South Africa,,,160.028807561,91,240
Iran,,,134.024215803,66,220
Russia,,,100.568698924,48,178
Indonesia,,,82.9165288808,43,132
Bolivia,,,67.2499197485,43,95
Chile,,,52.2169457806,16,99
Philippines,,,48.4127708533,25,83
Romania,,,44.2017188186,32,58
Bangladesh,,,40.6558720158,24,72
Ecuador,,,34.3738944152,5,75
Morocco,,,34.1607609856,20,51
Saudi Arabia,,,33.6031091693,15,53
Spain,,,30.7886817093,0,115
Ukraine,,,30.5813738248,20,44
Turkey,,,20.7530862294,3,49
Honduras,,,19.3495172191,11,31
Egypt,,,16.7575019663,4,36
Israel,,,16.3694754197,10,26
Dominican Republic,,,16.0467681917,9,25
Panama,,,15.8163221291,9,26
Australia,,,15.6319318198,9,24
France,,,14.6039375564,0,65
Pakistan,,,14.5020532654,3,31
Poland,,,11.8085866344,6,19
Japan,,,11.5672251495,3,25
United Kingdom,,,11.3661897387,0,38
Italy,,,10.7125451248,0,43
Algeria,,,9.59560279998,3,19
Bulgaria,,,8.75355186617,6,13
Moldova,,,7.22354761781,4,11
Germany,,,6.12687593729,0,20
Canada,,,6.05585605956,0,18
Belgium,,,5.02087697016,0,23
Netherlands,,,4.6994701843,0,18
Belarus,,,4.50668738744,2,7
Nigeria,,,4.01789284911,1,9
Serbia,,,3.53130687609,2,5
Portugal,,,3.03378821043,0,8
Sweden,,,3.01624302521,0,5
Kuwait,,,2.19773629072,0,5
Greece,,,2.05744149645,1,4
Czechia,,,1.92812148368,0,4
United Arab Emirates,,,1.38175302289,0,4
Switzerland,,,1.17516075365,0,4
Croatia,,,1.08204194294,0,2
China,,,0.919701100133,0,9
South Korea,,,0.791750931122,0,3
Ireland,,,0.73303870643,0,3
Austria,,,0.71583079442,0,2
Hungary,,,0.674395952174,0,2
Denmark,,,0.601617431393,0,2
Cuba,,,0.559993310389,0,2
Slovenia,,,0.420875906767,0,1
Norway,,,0.35334091894,0,1
Lithuania,,,0.331396327025,0,1
Finland,,,0.28711293516,0,1
Luxembourg,,,0.283537378006,0,1
Malaysia,,,0.164583325796,0,1
Estonia,,,0.133442848835,0,1
Slovakia,,,0.107776304872,0,1
Malta,,,0.0777709316238,0,1
Latvia,,,0.0591866840975,0,1
Cyprus,,,0.0555245123883,0,1
Iceland,,,0.0206200629512,0,1
