date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-05-26,,10,1,31,5638,2720,11196
2020-05-27,,10,1,29,5648,2720,11224
2020-05-28,,9,1,27,5657,2722,11252
2020-05-29,,9,1,26,5665,2722,11278
2020-05-30,,8,1,24,5673,2724,11302
2020-05-31,,8,1,23,5681,2724,11325
2020-06-01,,7,1,21,5688,2726,11346
2020-06-02,,7,1,20,5695,2726,11366
2020-06-03,,7,1,19,5702,2728,11386
2020-06-04,,6,1,18,5709,2728,11404
2020-06-05,,6,1,17,5715,2730,11420
2020-06-06,,6,1,16,5721,2730,11436
2020-06-07,,6,1,15,5726,2732,11452
2020-06-08,,5,1,14,5732,2732,11466
2020-06-09,,5,1,13,5737,2734,11478
2020-06-10,,5,1,13,5742,2734,11492
2020-06-11,,5,1,12,5746,2736,11504
2020-06-12,,5,1,12,5751,2736,11516
2020-06-13,,4,1,11,5755,2738,11526
2020-06-14,,4,1,10,5759,2738,11537
2020-06-15,,4,1,10,5763,2740,11547
2020-06-16,,4,1,9,5767,2740,11556
2020-06-17,,4,1,9,5771,2742,11565
2020-06-18,,3,1,9,5775,2742,11574
2020-06-19,,3,1,8,5778,2744,11582
2020-06-20,,3,1,8,5781,2744,11590
2020-06-21,,3,1,8,5784,2746,11598
2020-06-22,,3,1,7,5787,2746,11605
2020-06-23,,3,1,7,5790,2748,11612
2020-06-24,,3,0,7,5793,2748,11619
2020-06-25,,3,0,6,5795,2748,11625
2020-06-26,,2,0,6,5798,2748,11631
2020-06-27,,2,0,6,5800,2748,11637
2020-06-28,,2,0,6,5802,2748,11643
2020-06-29,,2,0,5,5805,2748,11648
2020-06-30,,2,0,5,5807,2748,11653
