date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-01-21,,,,,,,
2020-01-22,,,,,,,
2020-01-23,,,,,,,
2020-01-24,,,,,,,
2020-01-25,,,,,,,
2020-01-26,,,,,,,
2020-01-27,,,,,,,
2020-01-28,,,,,,,
2020-01-29,,,,,,,
2020-01-30,,,,,,,
2020-01-31,,,,,,,
2020-02-01,,,,,,,
2020-02-02,,,,,,,
2020-02-03,,,,,,,
2020-02-04,,,,,,,
2020-02-05,,,,,,,
2020-02-06,,,,,,,
2020-02-07,,,,,,,
2020-02-08,,,,,,,
2020-02-09,,,,,,,
2020-02-10,,,,,,,
2020-02-11,,,,,,,
2020-02-12,,,,,,,
2020-02-13,,,,,,,
2020-02-14,,,,,,,
2020-02-15,1,,,,,,
2020-02-16,0,,,,,,
2020-02-17,0,,,,,,
2020-02-18,0,,,,,,
2020-02-19,0,,,,,,
2020-02-20,0,,,,,,
2020-02-21,0,,,,,,
2020-02-22,0,,,,,,
2020-02-23,0,,,,,,
2020-02-24,0,,,,,,
2020-02-25,0,,,,,,
2020-02-26,1,,,,,,
2020-02-27,0,,,,,,
2020-02-28,0,,,,,,
2020-02-29,0,,,,,,
2020-03-01,0,,,,,,
2020-03-02,1,,,,,,
2020-03-03,1,,,,,,
2020-03-04,0,,,,,,
2020-03-05,2,,,,,,
2020-03-06,3,,,,,,
2020-03-07,2,,,,,,
2020-03-08,8,,,,,,
2020-03-09,0,,,,,,
2020-03-10,14,,,,,,
2020-03-11,15,,,,,,
2020-03-12,0,,,,,,
2020-03-13,31,,,,,,
2020-03-14,12,,,,,,
2020-03-15,0,,,,,,
2020-03-16,58,,,,,,
2020-03-17,0,,,,,,
2020-03-18,0,,,,,,
2020-03-19,95,,,,,,
2020-03-20,207,,,,,,
2020-03-21,112,,,,,,
2020-03-22,113,,,,,,
2020-03-23,186,,,,,,
2020-03-24,240,,,,,,
2020-03-25,231,,,,,,
2020-03-26,365,,,,,,
2020-03-27,299,,,,,,
2020-03-28,320,,,,,,
2020-03-29,294,,,,,,
2020-03-30,419,,,,,,
2020-03-31,502,,,,,,
2020-04-01,511,,,,,,
2020-04-02,1355,,,,,,
2020-04-03,1122,,,,,,
2020-04-04,1054,,,,,,
2020-04-05,,1239,972,1547,8813,8546,9121
2020-04-06,,1279,1025,1594,10092,9571,10715
2020-04-07,,1302,1075,1614,11394,10646,12330
2020-04-08,,1308,1061,1610,12702,11707,13940
2020-04-09,,1299,1028,1619,14001,12735,15559
2020-04-10,,1278,930,1655,15279,13665,17214
2020-04-11,,1247,804,1680,16527,14469,18894
2020-04-12,,1210,685,1704,17736,15155,20598
2020-04-13,,1167,578,1716,18903,15733,22314
2020-04-14,,1121,484,1717,20025,16216,24031
2020-04-15,,1073,401,1707,21098,16617,25738
2020-04-16,,1024,328,1685,22122,16945,27422
2020-04-17,,974,267,1652,23097,17211,29075
2020-04-18,,924,217,1610,24021,17428,30685
2020-04-19,,875,177,1560,24896,17605,32244
2020-04-20,,826,143,1510,25722,17748,33754
2020-04-21,,778,114,1457,26500,17862,35211
2020-04-22,,731,91,1399,27230,17953,36611
2020-04-23,,685,72,1344,27916,18026,37954
2020-04-24,,641,58,1294,28557,18083,39249
2020-04-25,,599,46,1242,29155,18130,40490
2020-04-26,,558,37,1188,29713,18166,41678
2020-04-27,,519,29,1136,30233,18195,42814
2020-04-28,,483,23,1090,30715,18218,43904
2020-04-29,,448,19,1044,31163,18237,44948
2020-04-30,,415,15,983,31578,18252,45931
2020-05-01,,384,12,922,31962,18264,46853
2020-05-02,,355,10,863,32317,18273,47716
2020-05-03,,328,8,807,32646,18281,48524
2020-05-04,,303,6,753,32949,18286,49276
2020-05-05,,280,5,701,33229,18291,49977
2020-05-06,,258,4,651,33487,18295,50629
2020-05-07,,238,3,605,33725,18299,51234
2020-05-08,,219,2,565,33944,18301,51799
2020-05-09,,202,2,532,34147,18303,52331
2020-05-10,,186,1,500,34333,18304,52831
2020-05-11,,172,1,470,34505,18306,53301
2020-05-12,,158,1,441,34663,18307,53742
2020-05-13,,146,1,414,34809,18308,54156
2020-05-14,,134,1,388,34943,18309,54545
2020-05-15,,124,1,364,35067,18310,54908
2020-05-16,,114,0,341,35181,18310,55249
2020-05-17,,105,0,320,35286,18310,55569
2020-05-18,,97,0,299,35383,18310,55868
2020-05-19,,89,0,280,35472,18310,56148
2020-05-20,,82,0,262,35555,18310,56410
2020-05-21,,76,0,244,35631,18310,56654
2020-05-22,,70,0,229,35701,18310,56883
2020-05-23,,65,0,214,35766,18310,57097
2020-05-24,,60,0,200,35826,18310,57296
2020-05-25,,55,0,187,35881,18310,57483
2020-05-26,,51,0,175,35932,18310,57658
2020-05-27,,47,0,163,35979,18310,57820
2020-05-28,,44,0,152,36023,18310,57972
2020-05-29,,40,0,142,36063,18310,58114
2020-05-30,,37,0,133,36100,18310,58247
2020-05-31,,34,0,124,36135,18310,58370
2020-06-01,,32,0,116,36167,18310,58486
2020-06-02,,29,0,108,36196,18310,58594
2020-06-03,,27,0,101,36224,18310,58694
2020-06-04,,25,0,94,36249,18310,58788
2020-06-05,,23,0,88,36272,18310,58876
2020-06-06,,22,0,82,36294,18310,58958
2020-06-07,,20,0,76,36314,18310,59034
2020-06-08,,19,0,71,36333,18310,59105
2020-06-09,,17,0,67,36350,18310,59172
2020-06-10,,16,0,62,36366,18310,59234
2020-06-11,,15,0,58,36381,18310,59292
2020-06-12,,14,0,54,36395,18310,59346
2020-06-13,,13,0,51,36407,18310,59397
2020-06-14,,12,0,48,36419,18310,59445
2020-06-15,,11,0,45,36430,18310,59489
2020-06-16,,10,0,42,36441,18310,59531
2020-06-17,,10,0,39,36450,18310,59570
2020-06-18,,9,0,37,36459,18310,59607
2020-06-19,,8,0,34,36467,18310,59641
2020-06-20,,8,0,32,36475,18310,59673
2020-06-21,,7,0,30,36482,18310,59703
2020-06-22,,7,0,28,36488,18310,59731
2020-06-23,,6,0,27,36495,18310,59758
2020-06-24,,6,0,25,36500,18310,59782
2020-06-25,,5,0,23,36506,18310,59805
2020-06-26,,5,0,22,36511,18310,59827
2020-06-27,,5,0,21,36515,18310,59848
2020-06-28,,4,0,19,36519,18310,59867
2020-06-29,,4,0,18,36523,18310,59884
2020-06-30,,4,0,17,36527,18310,59901
