date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-07,,,,,,,
2020-02-08,,,,,,,
2020-02-09,,,,,,,
2020-02-10,,,,,,,
2020-02-11,,,,,,,
2020-02-12,,,,,,,
2020-02-13,,,,,,,
2020-02-14,,,,,,,
2020-02-15,,,,,,,
2020-02-16,,,,,,,
2020-02-17,,,,,,,
2020-02-18,,,,,,,
2020-02-19,,,,,,,
2020-02-20,,,,,,,
2020-02-21,,,,,,,
2020-02-22,,,,,,,
2020-02-23,,,,,,,
2020-02-24,,,,,,,
2020-02-25,,,,,,,
2020-02-26,,,,,,,
2020-02-27,,,,,,,
2020-02-28,,,,,,,
2020-02-29,,,,,,,
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,1,,,,,,
2020-03-04,1,,,,,,
2020-03-05,1,,,,,,
2020-03-06,2,,,,,,
2020-03-07,5,,,,,,
2020-03-08,7,,,,,,
2020-03-09,11,,,,,,
2020-03-10,7,,,,,,
2020-03-11,19,,,,,,
2020-03-12,1,,,,,,
2020-03-13,78,,,,,,
2020-03-14,62,,,,,,
2020-03-15,94,,,,,,
2020-03-16,53,,,,,,
2020-03-17,191,,,,,,
2020-03-18,90,,,,,,
2020-03-19,207,,,,,,
2020-03-20,213,,,,,,
2020-03-21,332,,,,,,
2020-03-22,397,,,,,,
2020-03-23,539,,,,,,
2020-03-24,497,,,,,,
2020-03-25,839,,,,,,
2020-03-26,718,,,,,,
2020-03-27,773,,,,,,
2020-03-28,844,,,,,,
2020-03-29,821,,,,,,
2020-03-30,913,,,,,,
2020-03-31,748,,,,,,
2020-04-01,923,,,,,,
2020-04-02,961,,,,,,
2020-04-03,850,,,,,,
2020-04-04,749,,,,,,
2020-04-05,,1031,863,1178,12978,12810,13124
2020-04-06,,1003,806,1176,13981,13616,14301
2020-04-07,,955,731,1155,14936,14348,15456
2020-04-08,,893,650,1118,15830,14997,16573
2020-04-09,,824,562,1076,16654,15559,17650
2020-04-10,,751,479,1030,17405,16038,18679
2020-04-11,,679,407,981,18084,16445,19660
2020-04-12,,611,343,929,18695,16788,20589
2020-04-13,,547,288,877,19243,17075,21466
2020-04-14,,489,235,826,19732,17310,22292
2020-04-15,,437,190,776,20169,17500,23067
2020-04-16,,391,153,727,20560,17653,23794
2020-04-17,,349,123,681,20909,17776,24475
2020-04-18,,313,100,637,21222,17876,25112
2020-04-19,,280,81,596,21502,17956,25708
2020-04-20,,252,65,558,21754,18022,26266
2020-04-21,,226,54,521,21980,18075,26788
2020-04-22,,204,44,487,22184,18119,27275
2020-04-23,,184,36,456,22369,18155,27730
2020-04-24,,167,30,426,22536,18185,28156
2020-04-25,,151,25,398,22687,18210,28554
2020-04-26,,138,21,372,22825,18231,28926
2020-04-27,,125,18,348,22950,18249,29274
2020-04-28,,114,16,325,23064,18264,29600
2020-04-29,,104,13,304,23169,18278,29904
2020-04-30,,95,12,284,23264,18289,30188
2020-05-01,,88,11,266,23352,18300,30454
2020-05-02,,80,10,248,23432,18310,30702
2020-05-03,,74,8,233,23506,18318,30935
2020-05-04,,68,8,218,23575,18326,31153
2020-05-05,,63,7,204,23638,18334,31358
2020-05-06,,58,7,191,23696,18341,31549
2020-05-07,,54,6,179,23750,18347,31728
2020-05-08,,50,6,168,23800,18354,31896
2020-05-09,,46,6,157,23846,18360,32053
2020-05-10,,43,6,147,23889,18366,32200
2020-05-11,,40,6,138,23930,18372,32338
2020-05-12,,38,5,130,23967,18377,32468
2020-05-13,,35,5,121,24002,18382,32589
2020-05-14,,33,5,114,24035,18387,32703
2020-05-15,,31,5,107,24065,18392,32810
2020-05-16,,29,5,100,24094,18397,32910
2020-05-17,,27,5,94,24121,18402,33004
2020-05-18,,25,5,89,24147,18407,33093
2020-05-19,,24,5,84,24170,18412,33177
2020-05-20,,23,5,78,24193,18417,33255
2020-05-21,,21,4,74,24214,18421,33329
2020-05-22,,20,4,69,24234,18425,33398
2020-05-23,,19,4,65,24253,18429,33464
2020-05-24,,18,4,62,24271,18433,33526
2020-05-25,,17,4,58,24288,18437,33584
2020-05-26,,16,4,55,24304,18441,33639
2020-05-27,,15,4,52,24319,18445,33691
2020-05-28,,15,4,48,24334,18449,33740
2020-05-29,,14,4,46,24348,18453,33786
2020-05-30,,13,4,44,24361,18457,33829
2020-05-31,,13,4,42,24374,18461,33871
2020-06-01,,12,4,39,24386,18465,33910
2020-06-02,,11,3,37,24397,18468,33946
2020-06-03,,11,3,35,24408,18471,33981
2020-06-04,,10,3,33,24418,18474,34014
2020-06-05,,10,3,31,24428,18477,34045
2020-06-06,,10,3,30,24438,18480,34075
2020-06-07,,9,3,28,24447,18483,34104
2020-06-08,,9,3,26,24456,18486,34130
2020-06-09,,9,3,25,24464,18489,34155
2020-06-10,,8,3,24,24473,18492,34179
2020-06-11,,8,3,23,24480,18495,34202
2020-06-12,,7,3,22,24488,18498,34224
2020-06-13,,7,3,21,24495,18501,34245
2020-06-14,,7,3,20,24502,18504,34264
2020-06-15,,7,3,19,24509,18507,34283
2020-06-16,,6,2,18,24515,18509,34301
2020-06-17,,6,2,17,24521,18511,34317
2020-06-18,,6,2,17,24527,18513,34334
2020-06-19,,6,2,16,24533,18515,34350
2020-06-20,,6,2,15,24538,18517,34364
2020-06-21,,5,2,14,24543,18519,34378
2020-06-22,,5,2,14,24548,18521,34392
2020-06-23,,5,2,13,24553,18523,34404
2020-06-24,,5,2,13,24558,18525,34417
2020-06-25,,4,2,12,24562,18527,34429
2020-06-26,,4,2,11,24566,18529,34440
2020-06-27,,4,2,11,24571,18531,34450
2020-06-28,,4,2,10,24575,18533,34460
2020-06-29,,4,1,10,24578,18534,34470
2020-06-30,,4,1,9,24582,18535,34479
