country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,888,652,1183
US,TX,,157.887093975,116,205
US,CA,,123.600630424,75,186
US,FL,,111.380537256,75,153
US,GA,,55.2222842155,35,83
US,AZ,,34.0731371316,20,51
US,LA,,30.4695608687,15,51
US,SC,,29.3197770071,20,40
US,MS,,24.2863726394,14,36
US,NC,,23.169136969,14,34
US,TN,,21.3299946696,14,30
US,IL,,21.1847127397,3,48
US,OH,,18.9504718012,5,35
US,AL,,15.7973239181,10,24
US,NV,,15.6101645032,10,22
US,IN,,14.9699107669,2,34
US,PA,,14.4639645003,1,36
US,MA,,14.3055072938,2,34
US,WA,,11.5615931933,3,23
US,VA,,10.7412655575,1,25
US,AR,,9.94172135835,6,14
US,IA,,9.93317457309,3,19
US,MI,,9.47869391514,1,23
US,OK,,8.90297207691,5,14
US,MO,,8.85571712286,4,14
US,MN,,8.67815340869,2,19
US,MD,,8.3111165648,1,21
US,PR,,7.52066755265,5,11
US,KY,,7.1134262502,3,12
US,WI,,6.99669119024,3,12
US,ID,,5.71665597469,4,8
US,NY,,5.04832563661,0,29
US,NM,,4.59278365694,2,8
US,OR,,4.41535617604,2,7
US,CO,,3.76812641681,0,12
US,UT,,3.71588128551,2,6
US,NJ,,3.65983020983,0,12
US,KS,,3.39448799955,1,6
US,WV,,3.19306643748,2,5
US,NE,,2.49350271552,1,5
US,ND,,1.53974387015,0,3
US,HI,,1.52235961858,0,3
US,MT,,1.46954241324,0,3
US,CT,,1.41465924768,0,5
US,RI,,1.3436286295,0,4
US,SD,,1.28729825282,0,3
US,DE,,1.24230898346,0,4
US,DC,,0.908912802913,0,3
US,NH,,0.823989900862,0,3
US,AK,,0.55904419881,0,1
US,VI,,0.519909553531,0,1
US,GU,,0.383204411245,0,1
US,WY,,0.376634113154,0,1
US,ME,,0.31082582864,0,1
US,VT,,0.141012213975,0,1
US,MP,,0.00950679322676,0,1
US,AS,,,,
