country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1145.70380994,693,1594
Brazil,,,786.529063204,487,1267
Mexico,,,475.449620584,325,664
Argentina,,,233.470040908,177,328
Colombia,,,199.23693965,132,304
Iran,,,145.389263392,87,233
Spain,,,123.699620553,47,376
Peru,,,121.172306459,38,231
Russia,,,117.359064738,45,229
Indonesia,,,107.654428729,63,176
Philippines,,,85.9578867355,48,142
South Africa,,,79.397752309,44,131
Ukraine,,,53.391857637,33,73
Chile,,,50.2649239078,13,114
Bolivia,,,45.9806112222,26,73
Turkey,,,43.6250565558,7,94
France,,,38.0135669165,0,227
Romania,,,36.8789395264,25,50
Bangladesh,,,33.4053346532,13,58
Morocco,,,32.0396592769,18,48
Ecuador,,,31.6161233602,3,82
Saudi Arabia,,,28.8146740603,11,49
Egypt,,,17.4127156267,2,48
United Kingdom,,,16.1117450418,0,68
Dominican Republic,,,14.5644801251,7,25
Honduras,,,14.1998600014,6,24
Israel,,,13.8013735881,7,23
Poland,,,12.5294792041,4,22
Italy,,,12.4226634055,0,58
Panama,,,11.7806757952,5,20
Japan,,,10.4824619787,3,20
Moldova,,,9.55036270829,5,14
Algeria,,,8.84379811278,2,18
Bulgaria,,,6.42372740042,4,9
Australia,,,6.40392854164,2,12
Pakistan,,,6.03702391213,0,12
Canada,,,5.59657683296,0,20
Belarus,,,5.44996683324,2,10
Germany,,,4.84279471959,0,18
Czechia,,,4.61338175471,2,8
Portugal,,,4.34636677423,0,11
Greece,,,3.98771953432,2,6
Netherlands,,,3.66784485901,0,15
Croatia,,,3.6004235783,2,6
Hungary,,,3.32965675662,0,7
Nigeria,,,3.21329924605,1,7
Belgium,,,3.10199722267,0,14
Kuwait,,,2.98126908839,1,6
South Korea,,,2.67157885701,0,7
Switzerland,,,2.5772923945,0,9
Sweden,,,2.38606005379,0,10
Serbia,,,1.51913978797,0,3
Austria,,,1.28594302801,0,4
United Arab Emirates,,,1.09372346498,0,3
Ireland,,,0.887634016444,0,3
Denmark,,,0.832813035544,0,3
China,,,0.725858349758,0,7
Cuba,,,0.563994444552,0,2
Finland,,,0.285896148516,0,1
Slovakia,,,0.280479160884,0,1
Norway,,,0.236894397599,0,1
Malta,,,0.217792349929,0,1
Luxembourg,,,0.205897379548,0,1
Slovenia,,,0.198154400736,0,1
Malaysia,,,0.155489723408,0,1
Lithuania,,,0.146450323649,0,1
Latvia,,,0.137715922,0,1
Estonia,,,0.0724555490804,0,1
Cyprus,,,0.0706048187783,0,1
Iceland,,,0.0182583477738,0,1
