country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1522,932,2241
US,NY,272,162,461
US,NJ,174,97,252
US,MA,122,79,176
US,PA,106,68,147
US,IL,105,73,130
US,CA,69,38,101
US,MI,68,43,103
US,CT,56,34,86
US,MD,51,32,70
US,IN,44,28,61
US,OH,40,26,52
US,FL,40,21,59
US,LA,33,20,49
US,TX,30,20,41
US,GA,30,17,43
US,VA,26,16,36
US,AZ,23,16,31
US,MN,22,14,29
US,CO,18,10,26
US,NC,17,11,24
US,MO,17,11,22
US,AL,15,11,20
US,MS,15,10,21
US,RI,13,9,18
US,WA,13,7,24
US,IA,12,9,15
US,SC,9,6,13
US,DC,9,5,13
US,WI,8,5,12
US,NM,8,5,11
US,DE,7,4,10
US,KY,7,4,10
US,NV,6,4,9
US,NH,5,4,8
US,TN,5,3,8
US,OK,4,2,6
US,KS,4,1,7
US,NE,3,2,4
US,OR,2,1,4
US,UT,2,1,4
US,AR,2,1,3
US,ND,2,1,3
US,PR,2,1,3
US,SD,2,0,3
US,ME,1,0,2
US,WV,1,0,2
US,ID,1,0,1
US,VT,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
