country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
United Kingdom,,26842,54499,33687,112625,2020-04-29,4421,1.2
Brazil,,6006,45140,16239,103271,2020-04-30,493,1.0
Italy,,27967,42323,33222,59482,2020-03-27,919,2.7
France,,24410,39261,27456,85999,2020-04-15,1440,2.9
Spain,,24543,33120,27795,46810,2020-04-02,961,3.1
Germany,,6623,18504,9183,42730,2020-04-15,510,1.4
Sweden,,2586,14749,9138,24008,2020-04-21,185,1.1
Canada,,3310,12222,5848,18797,2020-04-16,251,0.9
Belgium,,7594,11676,9019,20128,2020-04-10,496,3.2
Netherlands,,4811,9736,6044,18573,2020-04-07,234,1.8
Iran,,6028,9586,7278,14316,2020-04-04,158,2.0
Mexico,,1859,9261,4242,17395,2020-04-23,212,1.0
India,,1154,6705,3084,13450,2020-05-11,86,1.1
Russia,,1073,6518,2786,13254,2020-04-29,105,0.9
Turkey,,3174,6117,4243,11972,2020-04-19,127,1.3
Ireland,,1232,3600,1733,8433,2020-04-24,220,1.2
Poland,,644,3110,1101,6381,2020-04-24,40,1.6
Romania,,717,3076,1646,6212,2020-04-25,34,1.1
Switzerland,,1737,2702,2046,4515,2020-04-04,75,2.7
Portugal,,989,2691,1703,4519,2020-04-03,37,1.8
Indonesia,,792,2002,1029,4125,2020-04-14,60,3.0
Philippines,,568,1475,705,2797,2020-04-12,50,1.5
Austria,,584,1018,714,1683,2020-04-08,30,4.8
Finland,,211,970,329,2267,2020-04-21,43,1.8
Hungary,,312,913,437,2492,2020-04-24,23,1.1
Denmark,,452,767,577,1194,2020-04-04,22,1.7
Czechia,,236,413,348,528,2020-04-14,18,1.0
Norway,,210,383,268,730,2020-04-20,16,2.3
Croatia,,69,363,140,818,2020-04-19,8,2.0
Bulgaria,,66,287,124,664,2020-04-29,6,1.5
Greece,,140,237,182,332,2020-04-03,10,4.0
Slovenia,,91,150,111,240,2020-04-07,6,1.5
Luxembourg,,90,145,113,193,2020-04-11,8,3.0
Estonia,,52,111,94,129,2020-04-02,6,1.0
Lithuania,,45,95,69,122,2020-04-10,6,
Latvia,,15,70,48,96,2020-04-21,4,
Slovakia,,23,58,34,113,2020-04-15,4,1.0
Cyprus,,15,28,20,33,2020-03-30,2,
Malta,,4,11,10,13,2020-04-25,1,
