country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23463,24372,23539,27079,2020-04-07,814,21.5,2020-11-01
US,CA,Los Angeles,4263,8115,5307,11488,2020-04-18,79,1.1,2020-11-01
Canada,,Quebec,5662,6199,5731,7428,2020-05-31,202,,2020-11-01
US,IL,Cook,4810,5479,4915,6295,2020-05-13,140,9.5,2020-11-01
US,AZ,Maricopa,1651,4238,3198,5585,2020-07-15,79,0.9,2020-11-01
Canada,,Ontario,2799,3074,2823,3855,2020-05-04,120,,2020-11-01
US,MI,Wayne,2788,3061,2857,3550,2020-04-22,173,16.8,2020-11-01
US,FL,Miami-Dade,1354,2884,2088,3906,2020-07-16,44,2.0,2020-11-01
US,NV,Clark,580,2348,1436,3643,2020-07-21,26,7.8,2020-11-01
US,MA,Middlesex,1951,2236,2003,2733,2020-04-25,201,,2020-11-01
US,NY,Nassau,2193,2225,2200,2335,2020-04-07,338,,2020-11-01
US,NJ,Essex,2094,2148,2111,2249,2020-06-25,247,9.5,2020-11-01
US,NJ,Bergen,2034,2104,2053,2223,2020-06-25,265,13.9,2020-11-01
US,NY,Suffolk,1995,2045,2005,2157,2020-05-06,226,,2020-11-01
US,TX,Harris,597,1896,1166,3065,2020-07-23,21,0.7,2020-11-01
US,PA,Philadelphia,1675,1884,1715,2310,2020-05-01,97,14.5,2020-11-01
US,FL,Palm Beach,727,1774,1300,2494,2020-07-17,21,0.9,2020-11-01
US,CA,Orange,543,1705,929,2801,2020-07-09,26,0.6,2020-11-01
US,CA,Riverside,637,1649,1028,2600,2020-07-22,28,0.6,2020-11-01
US,FL,Broward,536,1627,1026,2447,2020-07-20,19,2.1,2020-11-01
US,CA,San Diego,512,1587,948,2693,2020-04-22,24,1.7,2020-11-01
US,NJ,Hudson,1494,1541,1508,1622,2020-04-19,178,11.9,2020-11-01
US,TX,Dallas,579,1507,1022,2231,2020-07-22,30,1.0,2020-11-01
US,NY,Westchester,1443,1473,1450,1558,2020-04-06,144,41.6,2020-11-01
US,TX,Bexar,298,1207,774,1862,2020-07-16,28,0.8,2020-11-01
US,MA,Suffolk,1042,1109,1058,1238,2020-04-25,106,9.3,2020-11-01
US,CA,San Bernardino,358,991,638,1573,2020-07-23,21,0.3,2020-11-01
US,FL,Hillsborough,278,919,580,1404,2020-07-16,40,0.5,2020-11-01
US,WA,King,638,868,683,1272,2020-03-28,27,,2020-11-01
US,FL,Orange,156,862,534,1340,2020-07-23,18,0.5,2020-11-01
US,TX,Tarrant,319,801,514,1278,2020-07-22,11,0.6,2020-11-01
US,LA,Orleans,546,600,563,661,2020-04-14,32,,2020-11-01
US,CA,Alameda,173,444,263,778,2020-04-15,13,1.6,2020-11-01
US,CA,Sacramento,98,296,145,660,2020-04-09,11,1.3,2020-11-01
US,CA,Santa Clara,181,291,208,452,2020-07-14,13,2.7,2020-11-01
Canada,,Alberta,176,275,190,439,2020-05-04,9,0.7,2020-11-01
US,NV,Washoe,105,254,164,391,2020-05-25,6,,2020-11-01
Canada,,British Columbia,190,246,199,348,2020-04-13,11,3.4,2020-11-01
