country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,141406,161329,152174,176541,2020-09-24,1703,1.3,2020-11-01
India,,,93379,134607,111032,157266,2020-06-16,2003,1.1,2020-11-01
Mexico,,,76243,89050,84518,96688,2020-06-03,1092,1.6,2020-11-01
United Kingdom,,,42060,45360,42151,56731,2020-04-21,1224,27.2,2020-11-01
Spain,,,31232,36892,31952,49723,2020-06-19,1179,,2020-11-01
Italy,,,35818,36776,35839,40191,2020-03-27,919,47.6,2020-11-01
France,,,31675,35281,31723,52938,2020-04-15,1438,,2020-11-01
Peru,,,32037,34792,33276,38101,2020-08-14,4143,,2020-11-01
Iran,,,25394,30948,28008,35413,2020-07-28,235,1.1,2020-11-01
Colombia,,,25296,29838,27847,33852,2020-09-09,442,1.7,2020-11-01
Argentina,,,15543,26136,21536,34380,2020-09-22,470,1.1,2020-11-01
Russia,,,20140,25569,23188,34583,2020-05-29,232,1.0,2020-11-01
South Africa,,,16376,17969,16862,20200,2020-07-22,572,4.0,2020-11-01
Indonesia,,,10308,14898,13113,19552,2020-09-22,160,1.6,2020-11-01
Chile,,,12591,14517,12789,18840,2020-07-17,1057,2.9,2020-11-01
Ecuador,,,11273,12349,11359,14157,2020-09-07,3852,2.2,2020-11-01
Turkey,,,7929,10533,8381,14165,2020-04-19,127,1.3,2020-11-01
Belgium,,,9974,10473,9999,12449,2020-04-10,496,61.3,2020-11-01
Germany,,,9459,9984,9476,11769,2020-04-15,510,30.5,2020-11-01
Canada,,,9313,9755,9347,11172,2020-04-16,251,26.1,2020-11-01
Bolivia,,,7828,8754,8209,9358,2020-09-07,1656,2.8,2020-11-01
Philippines,,,5284,7520,6215,9497,2020-09-14,259,0.7,2020-11-01
Netherlands,,,6415,7472,6468,10064,2020-04-07,234,4.2,2020-11-01
Pakistan,,,6457,6741,6505,7207,2020-06-14,178,20.3,2020-11-01
Egypt,,,5869,6534,5945,7932,2020-06-15,97,4.7,2020-11-01
Ukraine,,,3988,6519,5090,8656,2020-11-01,89,1.1,2020-11-01
Romania,,,4687,6219,5393,7644,2020-09-01,60,0.9,2020-11-01
Sweden,,,5880,6013,5893,6362,2020-04-14,115,,2020-11-01
Bangladesh,,,5129,6005,5456,7015,2020-06-30,64,1.3,2020-11-01
Saudi Arabia,,,4655,5322,4879,6064,2020-07-05,58,1.6,2020-11-01
China,,,4739,4788,4739,5186,2020-04-17,1290,,2020-11-01
Morocco,,,2041,3472,2625,4681,2020-11-01,49,1.1,2020-11-01
Poland,,,2424,3300,2695,4333,2020-04-24,40,1.1,2020-11-01
Panama,,,2323,2825,2667,3132,2020-07-24,41,1.7,2020-11-01
Honduras,,,2288,2787,2428,3336,2020-08-27,56,1.4,2020-11-01
Dominican Republic,,,2093,2549,2259,3060,2020-09-05,39,3.2,2020-11-01
Israel,,,1441,2292,1746,3431,2020-08-19,73,1.0,2020-11-01
Portugal,,,1944,2247,2014,2622,2020-04-03,37,3.6,2020-11-01
Switzerland,,,2064,2215,2097,2482,2020-04-04,75,,2020-11-01
Algeria,,,1711,1925,1755,2242,2020-04-09,30,3.0,2020-11-01
Ireland,,,1802,1922,1810,2386,2020-04-24,220,10.3,2020-11-01
Japan,,,1547,1788,1613,2074,2020-05-01,29,6.8,2020-11-01
Moldova,,,1279,1683,1439,2068,2020-09-22,19,0.8,2020-11-01
Czechia,,,591,1419,931,2232,2020-11-01,30,3.0,2020-11-01
Nigeria,,,1106,1209,1132,1367,2020-06-16,31,3.7,2020-11-01
Hungary,,,730,1097,902,1407,2020-04-24,23,1.2,2020-11-01
Belarus,,,813,1050,883,1386,2020-11-01,9,1.4,2020-11-01
Bulgaria,,,789,969,877,1123,2020-08-24,18,,2020-11-01
Australia,,,872,965,902,1063,2020-09-03,59,8.6,2020-11-01
Austria,,,787,964,822,1298,2020-04-08,30,17.3,2020-11-01
Serbia,,,746,799,759,877,2020-07-10,18,,2020-11-01
Denmark,,,648,792,671,1190,2020-04-04,22,13.9,2020-11-01
Kuwait,,,597,733,614,914,2020-05-30,11,3.6,2020-11-01
Greece,,,376,696,500,1027,2020-11-01,12,1.8,2020-11-01
South Korea,,,401,509,415,699,2020-03-02,11,2.6,2020-11-01
United Arab Emirates,,,411,507,416,686,2020-05-10,13,3.5,2020-11-01
Finland,,,343,379,355,431,2020-04-21,43,,2020-11-01
Croatia,,,269,368,303,516,2020-04-19,8,1.1,2020-11-01
Norway,,,270,305,282,344,2020-04-20,16,,2020-11-01
Slovenia,,,146,188,162,234,2020-04-07,6,2.8,2020-11-01
Cuba,,,120,155,129,204,2020-04-24,6,0.8,2020-11-01
Malaysia,,,133,141,135,149,2020-03-29,8,,2020-11-01
Luxembourg,,,124,136,127,154,2020-04-11,8,,2020-11-01
Lithuania,,,89,108,96,126,2020-04-10,6,,2020-11-01
Estonia,,,64,79,71,94,2020-04-02,6,,2020-11-01
Slovakia,,,44,78,60,110,2020-09-03,4,0.5,2020-11-01
Malta,,,31,73,50,132,2020-09-21,3,0.8,2020-11-01
Latvia,,,36,44,39,51,2020-04-21,4,,2020-11-01
Cyprus,,,22,25,23,30,2020-03-30,2,,2020-11-01
Iceland,,,10,13,10,16,2020-03-15,5,,2020-11-01
